question_id,AMR_Depth
mmlu_high_school_chemistry_row_80,5
mmlu_high_school_chemistry_row_81,6
mmlu_high_school_chemistry_row_82,8
mmlu_high_school_chemistry_row_83,7
mmlu_high_school_chemistry_row_84,7
mmlu_high_school_chemistry_row_85,6
mmlu_high_school_chemistry_row_86,8
mmlu_high_school_chemistry_row_87,7
mmlu_high_school_chemistry_row_88,7
mmlu_high_school_chemistry_row_89,6
mmlu_high_school_chemistry_row_90,8
mmlu_high_school_chemistry_row_91,5
mmlu_high_school_chemistry_row_92,6
mmlu_high_school_chemistry_row_93,3
mmlu_high_school_chemistry_row_94,6
mmlu_high_school_chemistry_row_95,5
mmlu_high_school_chemistry_row_96,6
mmlu_high_school_chemistry_row_97,7
mmlu_high_school_chemistry_row_98,5
mmlu_high_school_chemistry_row_99,7
mmlu_high_school_chemistry_row_100,6
mmlu_high_school_chemistry_row_101,6
mmlu_high_school_chemistry_row_102,6
mmlu_high_school_chemistry_row_103,3
mmlu_high_school_chemistry_row_104,3
mmlu_high_school_chemistry_row_105,8
mmlu_high_school_chemistry_row_106,7
mmlu_high_school_chemistry_row_107,6
mmlu_high_school_chemistry_row_108,4
mmlu_high_school_chemistry_row_109,4
mmlu_high_school_chemistry_row_110,4
mmlu_high_school_chemistry_row_111,4
mmlu_high_school_chemistry_row_112,5
mmlu_high_school_chemistry_row_113,5
mmlu_high_school_chemistry_row_114,5
mmlu_high_school_chemistry_row_115,9
mmlu_high_school_chemistry_row_116,4
mmlu_high_school_chemistry_row_117,6
mmlu_high_school_chemistry_row_118,5
mmlu_high_school_chemistry_row_119,7
mmlu_high_school_chemistry_row_120,5
mmlu_high_school_chemistry_row_121,6
mmlu_high_school_chemistry_row_122,9
mmlu_high_school_chemistry_row_123,4
mmlu_high_school_chemistry_row_124,5
mmlu_high_school_chemistry_row_125,5
mmlu_high_school_chemistry_row_126,6
mmlu_high_school_chemistry_row_127,5
mmlu_high_school_chemistry_row_128,6
mmlu_high_school_chemistry_row_129,7
mmlu_high_school_chemistry_row_130,4
mmlu_high_school_chemistry_row_131,6
mmlu_high_school_chemistry_row_132,6
mmlu_high_school_chemistry_row_133,5
mmlu_high_school_chemistry_row_134,5
mmlu_high_school_chemistry_row_135,7
mmlu_high_school_chemistry_row_136,4
mmlu_high_school_chemistry_row_137,3
mmlu_high_school_chemistry_row_138,4
mmlu_high_school_chemistry_row_139,7
mmlu_high_school_chemistry_row_140,7
mmlu_high_school_chemistry_row_141,7
mmlu_high_school_chemistry_row_142,5
mmlu_high_school_chemistry_row_143,5
mmlu_high_school_chemistry_row_144,6
mmlu_high_school_chemistry_row_145,5
mmlu_high_school_chemistry_row_146,9
mmlu_high_school_chemistry_row_147,4
mmlu_high_school_chemistry_row_148,5
mmlu_high_school_chemistry_row_149,6
mmlu_high_school_chemistry_row_150,4
mmlu_high_school_chemistry_row_151,4
mmlu_high_school_chemistry_row_152,6
mmlu_high_school_chemistry_row_153,3
mmlu_high_school_chemistry_row_154,4
mmlu_high_school_chemistry_row_155,5
mmlu_high_school_chemistry_row_156,6
mmlu_high_school_chemistry_row_157,6
mmlu_high_school_chemistry_row_158,5
mmlu_high_school_chemistry_row_159,3
mmlu_high_school_chemistry_row_160,4
mmlu_high_school_chemistry_row_161,4
mmlu_high_school_chemistry_row_162,9
mmlu_high_school_chemistry_row_163,5
mmlu_high_school_chemistry_row_164,5
mmlu_high_school_chemistry_row_165,9
mmlu_high_school_chemistry_row_166,4
mmlu_high_school_chemistry_row_167,6
mmlu_high_school_chemistry_row_168,5
mmlu_high_school_chemistry_row_169,6
mmlu_high_school_chemistry_row_170,8
mmlu_high_school_chemistry_row_171,6
mmlu_high_school_chemistry_row_172,5
mmlu_high_school_chemistry_row_173,5
mmlu_high_school_chemistry_row_174,5
mmlu_high_school_chemistry_row_175,6
mmlu_high_school_chemistry_row_176,6
mmlu_high_school_chemistry_row_177,6
mmlu_high_school_chemistry_row_178,7
mmlu_high_school_chemistry_row_179,5
mmlu_high_school_chemistry_row_180,6
mmlu_high_school_chemistry_row_181,8
mmlu_high_school_chemistry_row_182,6
mmlu_high_school_chemistry_row_183,5
mmlu_high_school_chemistry_row_184,5
mmlu_high_school_chemistry_row_185,5
mmlu_high_school_chemistry_row_186,4
mmlu_high_school_chemistry_row_187,7
mmlu_high_school_chemistry_row_188,4
mmlu_high_school_chemistry_row_189,5
mmlu_high_school_chemistry_row_190,4
mmlu_high_school_chemistry_row_191,7
mmlu_high_school_chemistry_row_192,5
mmlu_high_school_chemistry_row_193,3
mmlu_high_school_chemistry_row_194,7
mmlu_high_school_chemistry_row_195,3
mmlu_high_school_chemistry_row_196,7
mmlu_high_school_chemistry_row_197,7
mmlu_high_school_chemistry_row_198,7
mmlu_high_school_chemistry_row_199,3
mmlu_high_school_chemistry_row_200,5
mmlu_high_school_chemistry_row_201,3
mmlu_high_school_chemistry_row_202,3
mmlu_high_school_computer_science_row_0,6
mmlu_high_school_computer_science_row_1,5
mmlu_high_school_computer_science_row_2,5
mmlu_high_school_computer_science_row_3,5
mmlu_high_school_computer_science_row_4,5
mmlu_high_school_computer_science_row_5,7
mmlu_high_school_computer_science_row_6,4
mmlu_high_school_computer_science_row_7,7
mmlu_high_school_computer_science_row_8,4
mmlu_high_school_computer_science_row_9,6
mmlu_high_school_computer_science_row_10,7
mmlu_high_school_computer_science_row_11,4
mmlu_high_school_computer_science_row_12,6
mmlu_high_school_computer_science_row_13,6
mmlu_high_school_computer_science_row_14,6
mmlu_high_school_computer_science_row_15,6
mmlu_high_school_computer_science_row_16,7
mmlu_high_school_computer_science_row_17,4
mmlu_high_school_computer_science_row_18,8
mmlu_high_school_computer_science_row_19,5
mmlu_high_school_computer_science_row_20,6
mmlu_high_school_computer_science_row_21,5
mmlu_high_school_computer_science_row_22,7
mmlu_high_school_computer_science_row_23,6
mmlu_high_school_computer_science_row_24,3
mmlu_high_school_computer_science_row_25,5
mmlu_high_school_computer_science_row_26,4
mmlu_high_school_computer_science_row_27,6
mmlu_high_school_computer_science_row_28,6
mmlu_high_school_computer_science_row_29,8
mmlu_high_school_computer_science_row_30,4
mmlu_high_school_computer_science_row_31,6
mmlu_high_school_computer_science_row_32,6
mmlu_high_school_computer_science_row_33,5
mmlu_high_school_computer_science_row_34,8
mmlu_high_school_computer_science_row_35,4
mmlu_high_school_computer_science_row_36,8
mmlu_high_school_computer_science_row_37,3
mmlu_high_school_computer_science_row_38,5
mmlu_high_school_computer_science_row_39,6
mmlu_high_school_computer_science_row_40,5
mmlu_high_school_computer_science_row_41,6
mmlu_high_school_computer_science_row_42,6
mmlu_high_school_computer_science_row_43,8
mmlu_high_school_computer_science_row_44,7
mmlu_high_school_computer_science_row_45,6
mmlu_high_school_computer_science_row_46,5
mmlu_high_school_computer_science_row_47,8
mmlu_high_school_computer_science_row_48,8
mmlu_high_school_computer_science_row_49,6
mmlu_high_school_computer_science_row_50,4
mmlu_high_school_computer_science_row_51,6
mmlu_high_school_computer_science_row_52,6
mmlu_high_school_computer_science_row_53,4
mmlu_high_school_computer_science_row_54,8
mmlu_high_school_computer_science_row_55,4
mmlu_high_school_computer_science_row_56,7
mmlu_high_school_computer_science_row_57,5
mmlu_high_school_computer_science_row_58,5
mmlu_high_school_computer_science_row_59,6
mmlu_high_school_computer_science_row_60,8
mmlu_high_school_computer_science_row_61,8
mmlu_high_school_computer_science_row_62,9
mmlu_high_school_computer_science_row_63,6
mmlu_high_school_computer_science_row_64,7
mmlu_high_school_computer_science_row_65,5
mmlu_high_school_computer_science_row_66,5
mmlu_high_school_computer_science_row_67,7
mmlu_high_school_computer_science_row_68,4
mmlu_high_school_computer_science_row_69,7
mmlu_high_school_computer_science_row_70,6
mmlu_high_school_computer_science_row_71,5
mmlu_high_school_computer_science_row_72,5
mmlu_high_school_computer_science_row_73,8
mmlu_high_school_computer_science_row_74,6
mmlu_high_school_computer_science_row_75,5
mmlu_high_school_computer_science_row_76,8
mmlu_high_school_computer_science_row_77,6
mmlu_high_school_computer_science_row_78,8
mmlu_high_school_computer_science_row_79,6
mmlu_high_school_computer_science_row_80,6
mmlu_high_school_computer_science_row_81,5
mmlu_high_school_computer_science_row_82,8
mmlu_high_school_computer_science_row_83,5
mmlu_high_school_computer_science_row_84,4
mmlu_high_school_computer_science_row_85,7
mmlu_high_school_computer_science_row_86,6
mmlu_high_school_computer_science_row_87,7
mmlu_high_school_computer_science_row_88,9
mmlu_high_school_computer_science_row_89,11
mmlu_high_school_computer_science_row_90,5
mmlu_high_school_computer_science_row_91,7
mmlu_high_school_computer_science_row_92,5
mmlu_high_school_computer_science_row_93,7
mmlu_high_school_computer_science_row_94,3
mmlu_high_school_computer_science_row_95,5
mmlu_high_school_computer_science_row_96,6
mmlu_high_school_computer_science_row_97,7
mmlu_high_school_computer_science_row_98,8
mmlu_high_school_computer_science_row_99,7
mmlu_high_school_european_history_row_0,7
mmlu_high_school_european_history_row_1,10
mmlu_high_school_european_history_row_2,12
mmlu_high_school_european_history_row_3,12
mmlu_high_school_european_history_row_4,11
mmlu_high_school_european_history_row_5,9
mmlu_high_school_european_history_row_6,8
mmlu_high_school_european_history_row_7,10
mmlu_high_school_european_history_row_8,7
mmlu_high_school_european_history_row_9,12
mmlu_high_school_european_history_row_10,10
mmlu_high_school_european_history_row_11,8
mmlu_high_school_european_history_row_12,8
mmlu_high_school_european_history_row_13,10
mmlu_high_school_european_history_row_14,8
mmlu_high_school_european_history_row_15,8
mmlu_high_school_european_history_row_16,8
mmlu_high_school_european_history_row_17,11
mmlu_high_school_european_history_row_18,10
mmlu_high_school_european_history_row_19,12
mmlu_high_school_european_history_row_20,7
mmlu_high_school_european_history_row_21,13
mmlu_high_school_european_history_row_22,14
mmlu_high_school_european_history_row_23,6
mmlu_high_school_european_history_row_24,8
mmlu_high_school_european_history_row_25,10
mmlu_high_school_european_history_row_26,9
mmlu_high_school_european_history_row_27,10
mmlu_high_school_european_history_row_28,7
mmlu_high_school_european_history_row_29,7
mmlu_high_school_european_history_row_30,8
mmlu_high_school_european_history_row_31,10
mmlu_high_school_european_history_row_32,9
mmlu_high_school_european_history_row_33,9
mmlu_high_school_european_history_row_34,9
mmlu_high_school_european_history_row_35,10
mmlu_high_school_european_history_row_36,10
mmlu_high_school_european_history_row_37,8
mmlu_high_school_european_history_row_38,8
mmlu_high_school_european_history_row_39,13
mmlu_high_school_european_history_row_40,11
mmlu_high_school_european_history_row_41,8
mmlu_high_school_european_history_row_42,11
mmlu_high_school_european_history_row_43,11
mmlu_high_school_european_history_row_44,9
mmlu_high_school_european_history_row_45,9
mmlu_high_school_european_history_row_46,8
mmlu_high_school_european_history_row_47,9
mmlu_high_school_european_history_row_48,11
mmlu_high_school_european_history_row_49,12
mmlu_high_school_european_history_row_50,9
mmlu_high_school_european_history_row_51,8
mmlu_high_school_european_history_row_52,11
mmlu_high_school_european_history_row_53,7
mmlu_high_school_european_history_row_54,9
mmlu_high_school_european_history_row_55,7
mmlu_high_school_european_history_row_56,12
mmlu_high_school_european_history_row_57,9
mmlu_high_school_european_history_row_58,7
mmlu_high_school_european_history_row_59,11
mmlu_high_school_european_history_row_60,12
mmlu_high_school_european_history_row_61,8
mmlu_high_school_european_history_row_62,12
mmlu_high_school_european_history_row_63,8
mmlu_high_school_european_history_row_64,8
mmlu_high_school_european_history_row_65,10
mmlu_high_school_european_history_row_66,9
mmlu_high_school_european_history_row_67,11
mmlu_high_school_european_history_row_68,9
mmlu_high_school_european_history_row_69,12
mmlu_high_school_european_history_row_70,7
mmlu_high_school_european_history_row_71,7
mmlu_high_school_european_history_row_72,9
mmlu_high_school_european_history_row_73,10
mmlu_high_school_european_history_row_74,10
mmlu_high_school_european_history_row_75,9
mmlu_high_school_european_history_row_76,9
mmlu_high_school_european_history_row_77,9
mmlu_high_school_european_history_row_78,11
mmlu_high_school_european_history_row_79,10
mmlu_high_school_european_history_row_80,7
mmlu_high_school_european_history_row_81,8
mmlu_high_school_european_history_row_82,9
mmlu_high_school_european_history_row_83,7
mmlu_high_school_european_history_row_84,7
mmlu_high_school_european_history_row_85,10
mmlu_high_school_european_history_row_86,10
mmlu_high_school_european_history_row_87,7
mmlu_high_school_european_history_row_88,15
mmlu_high_school_european_history_row_89,8
mmlu_high_school_european_history_row_90,10
mmlu_high_school_european_history_row_91,9
mmlu_high_school_european_history_row_92,11
mmlu_high_school_european_history_row_93,13
mmlu_high_school_european_history_row_94,9
mmlu_high_school_european_history_row_95,7
mmlu_high_school_european_history_row_96,12
mmlu_high_school_european_history_row_97,10
mmlu_high_school_european_history_row_98,10
mmlu_high_school_european_history_row_99,8
mmlu_high_school_european_history_row_100,11
mmlu_high_school_european_history_row_101,9
mmlu_high_school_european_history_row_102,11
mmlu_high_school_european_history_row_103,14
mmlu_high_school_european_history_row_104,7
mmlu_high_school_european_history_row_105,9
mmlu_high_school_european_history_row_106,9
mmlu_high_school_european_history_row_107,9
mmlu_high_school_european_history_row_108,9
mmlu_high_school_european_history_row_109,9
mmlu_high_school_european_history_row_110,7
mmlu_high_school_european_history_row_111,10
mmlu_high_school_european_history_row_112,10
mmlu_high_school_european_history_row_113,7
mmlu_high_school_european_history_row_114,8
mmlu_high_school_european_history_row_115,8
mmlu_high_school_european_history_row_116,7
mmlu_high_school_european_history_row_117,9
mmlu_high_school_european_history_row_118,12
mmlu_high_school_european_history_row_119,8
mmlu_high_school_european_history_row_120,12
mmlu_high_school_european_history_row_121,10
mmlu_high_school_european_history_row_122,9
mmlu_high_school_european_history_row_123,9
mmlu_high_school_european_history_row_124,9
mmlu_high_school_european_history_row_125,10
mmlu_high_school_european_history_row_126,8
mmlu_high_school_european_history_row_127,9
mmlu_high_school_european_history_row_128,9
mmlu_high_school_european_history_row_129,13
mmlu_high_school_european_history_row_130,13
mmlu_high_school_european_history_row_131,9
mmlu_high_school_european_history_row_132,7
mmlu_high_school_european_history_row_133,9
mmlu_high_school_european_history_row_134,13
mmlu_high_school_european_history_row_135,11
mmlu_high_school_european_history_row_136,10
mmlu_high_school_european_history_row_137,9
mmlu_high_school_european_history_row_138,9
mmlu_high_school_european_history_row_139,8
mmlu_high_school_european_history_row_140,9
mmlu_high_school_european_history_row_141,14
mmlu_high_school_european_history_row_142,9
mmlu_high_school_european_history_row_143,9
mmlu_high_school_european_history_row_144,10
mmlu_high_school_european_history_row_145,9
mmlu_high_school_european_history_row_146,9
mmlu_high_school_european_history_row_147,10
mmlu_high_school_european_history_row_148,7
mmlu_high_school_european_history_row_149,11
mmlu_high_school_european_history_row_150,8
mmlu_high_school_european_history_row_151,11
mmlu_high_school_european_history_row_152,8
mmlu_high_school_european_history_row_153,10
mmlu_high_school_european_history_row_154,10
mmlu_high_school_european_history_row_155,10
mmlu_high_school_european_history_row_156,8
mmlu_high_school_european_history_row_157,7
mmlu_high_school_european_history_row_158,11
mmlu_high_school_european_history_row_159,10
mmlu_high_school_european_history_row_160,9
mmlu_high_school_european_history_row_161,17
mmlu_high_school_european_history_row_162,9
mmlu_high_school_european_history_row_163,7
mmlu_high_school_european_history_row_164,8
mmlu_high_school_geography_row_0,5
mmlu_high_school_geography_row_1,6
mmlu_high_school_geography_row_2,5
mmlu_high_school_geography_row_3,8
mmlu_high_school_geography_row_4,5
mmlu_high_school_geography_row_5,5
mmlu_high_school_geography_row_6,6
mmlu_high_school_geography_row_7,4
mmlu_high_school_geography_row_8,5
mmlu_high_school_geography_row_9,5
mmlu_high_school_geography_row_10,8
mmlu_high_school_geography_row_11,6
mmlu_high_school_geography_row_12,6
mmlu_high_school_geography_row_13,6
mmlu_high_school_geography_row_14,6
mmlu_high_school_geography_row_15,3
mmlu_high_school_geography_row_16,6
mmlu_high_school_geography_row_17,6
mmlu_high_school_geography_row_18,7
mmlu_high_school_geography_row_19,5
mmlu_high_school_geography_row_20,5
mmlu_high_school_geography_row_21,5
mmlu_high_school_geography_row_22,5
mmlu_high_school_geography_row_23,4
mmlu_high_school_geography_row_24,3
mmlu_high_school_geography_row_25,5
mmlu_high_school_geography_row_26,4
mmlu_high_school_geography_row_27,7
mmlu_high_school_geography_row_28,4
mmlu_high_school_geography_row_29,9
mmlu_high_school_geography_row_30,5
mmlu_high_school_geography_row_31,5
mmlu_high_school_geography_row_32,5
mmlu_high_school_geography_row_33,6
mmlu_high_school_geography_row_34,5
mmlu_high_school_geography_row_35,5
mmlu_high_school_geography_row_36,4
mmlu_high_school_geography_row_37,5
mmlu_high_school_geography_row_38,4
mmlu_high_school_geography_row_39,5
mmlu_high_school_geography_row_40,5
mmlu_high_school_geography_row_41,8
mmlu_high_school_geography_row_42,4
mmlu_high_school_geography_row_43,4
mmlu_high_school_geography_row_44,5
mmlu_high_school_geography_row_45,6
mmlu_high_school_geography_row_46,7
mmlu_high_school_geography_row_47,7
mmlu_high_school_geography_row_48,6
mmlu_high_school_geography_row_49,6
mmlu_high_school_geography_row_50,5
mmlu_high_school_geography_row_51,4
mmlu_high_school_geography_row_52,4
mmlu_high_school_geography_row_53,5
mmlu_high_school_geography_row_54,4
mmlu_high_school_geography_row_55,4
mmlu_high_school_geography_row_56,3
mmlu_high_school_geography_row_57,6
mmlu_high_school_geography_row_58,7
mmlu_high_school_geography_row_59,6
mmlu_high_school_geography_row_60,3
mmlu_high_school_geography_row_61,6
mmlu_high_school_geography_row_62,6
mmlu_high_school_geography_row_63,8
mmlu_high_school_geography_row_64,5
mmlu_high_school_geography_row_65,6
mmlu_high_school_geography_row_66,5
mmlu_high_school_geography_row_67,7
mmlu_high_school_geography_row_68,5
mmlu_high_school_geography_row_69,6
mmlu_high_school_geography_row_70,6
mmlu_high_school_geography_row_71,6
mmlu_high_school_geography_row_72,4
mmlu_high_school_geography_row_73,4
mmlu_high_school_geography_row_74,3
mmlu_high_school_geography_row_75,5
mmlu_high_school_geography_row_76,4
mmlu_high_school_geography_row_77,5
mmlu_high_school_geography_row_78,5
mmlu_high_school_geography_row_79,5
mmlu_high_school_geography_row_80,5
mmlu_high_school_geography_row_81,5
mmlu_high_school_geography_row_82,5
mmlu_high_school_geography_row_83,6
mmlu_high_school_geography_row_84,7
mmlu_high_school_geography_row_85,4
mmlu_high_school_geography_row_86,7
mmlu_high_school_geography_row_87,5
mmlu_high_school_geography_row_88,4
mmlu_high_school_geography_row_89,6
mmlu_high_school_geography_row_90,3
mmlu_high_school_geography_row_91,6
mmlu_high_school_geography_row_92,5
mmlu_high_school_geography_row_93,5
mmlu_high_school_geography_row_94,4
mmlu_high_school_geography_row_95,6
mmlu_high_school_geography_row_96,5
mmlu_high_school_geography_row_97,4
mmlu_high_school_geography_row_98,3
mmlu_high_school_geography_row_99,7
mmlu_high_school_geography_row_100,4
mmlu_high_school_geography_row_101,5
mmlu_high_school_geography_row_102,6
mmlu_high_school_geography_row_103,4
mmlu_high_school_geography_row_104,5
mmlu_high_school_geography_row_105,8
mmlu_high_school_geography_row_106,6
mmlu_high_school_geography_row_107,5
mmlu_high_school_geography_row_108,5
mmlu_high_school_geography_row_109,5
mmlu_high_school_geography_row_110,5
mmlu_high_school_geography_row_111,4
mmlu_high_school_geography_row_112,5
mmlu_high_school_geography_row_113,4
mmlu_high_school_geography_row_114,4
mmlu_high_school_geography_row_115,3
mmlu_high_school_geography_row_116,6
mmlu_high_school_geography_row_117,7
mmlu_high_school_geography_row_118,3
mmlu_high_school_geography_row_119,7
mmlu_high_school_geography_row_120,7
mmlu_high_school_geography_row_121,4
mmlu_high_school_geography_row_122,5
mmlu_high_school_geography_row_123,8
mmlu_high_school_geography_row_124,3
mmlu_high_school_geography_row_125,5
mmlu_high_school_geography_row_126,5
mmlu_high_school_geography_row_127,3
mmlu_high_school_geography_row_128,4
mmlu_high_school_geography_row_129,5
mmlu_high_school_geography_row_130,6
mmlu_high_school_geography_row_131,3
mmlu_high_school_geography_row_132,3
mmlu_high_school_geography_row_133,5
mmlu_high_school_geography_row_134,4
mmlu_high_school_geography_row_135,4
mmlu_high_school_geography_row_136,5
mmlu_high_school_geography_row_137,7
mmlu_high_school_geography_row_138,7
mmlu_high_school_geography_row_139,4
mmlu_high_school_geography_row_140,5
mmlu_high_school_geography_row_141,4
mmlu_high_school_geography_row_142,5
mmlu_high_school_geography_row_143,3
mmlu_high_school_geography_row_144,4
mmlu_high_school_geography_row_145,6
mmlu_high_school_geography_row_146,6
mmlu_high_school_geography_row_147,4
mmlu_high_school_geography_row_148,3
mmlu_high_school_geography_row_149,5
mmlu_high_school_geography_row_150,6
mmlu_high_school_geography_row_151,6
mmlu_high_school_geography_row_152,3
mmlu_high_school_geography_row_153,4
mmlu_high_school_geography_row_154,5
mmlu_high_school_geography_row_155,5
mmlu_high_school_geography_row_156,5
mmlu_high_school_geography_row_157,5
mmlu_high_school_geography_row_158,6
mmlu_high_school_geography_row_159,5
mmlu_high_school_geography_row_160,3
mmlu_high_school_geography_row_161,4
mmlu_high_school_geography_row_162,4
mmlu_high_school_geography_row_163,5
mmlu_high_school_geography_row_164,5
mmlu_high_school_geography_row_165,8
mmlu_high_school_geography_row_166,3
mmlu_high_school_geography_row_167,5
mmlu_high_school_geography_row_168,5
mmlu_high_school_geography_row_169,6
mmlu_high_school_geography_row_170,4
mmlu_high_school_geography_row_171,3
mmlu_high_school_geography_row_172,6
mmlu_high_school_geography_row_173,6
mmlu_high_school_geography_row_174,5
mmlu_high_school_geography_row_175,5
mmlu_high_school_geography_row_176,4
mmlu_high_school_geography_row_177,4
mmlu_high_school_geography_row_178,6
mmlu_high_school_geography_row_179,5
mmlu_high_school_geography_row_180,6
mmlu_high_school_geography_row_181,7
mmlu_high_school_geography_row_182,3
mmlu_high_school_geography_row_183,6
mmlu_high_school_geography_row_184,4
mmlu_high_school_geography_row_185,5
mmlu_high_school_geography_row_186,4
mmlu_high_school_geography_row_187,5
mmlu_high_school_geography_row_188,4
mmlu_high_school_geography_row_189,6
mmlu_high_school_geography_row_190,7
mmlu_high_school_geography_row_191,6
mmlu_high_school_geography_row_192,6
mmlu_high_school_geography_row_193,7
mmlu_high_school_geography_row_194,6
mmlu_high_school_geography_row_195,3
mmlu_high_school_geography_row_196,4
mmlu_high_school_geography_row_197,5
mmlu_high_school_government_and_politics_row_0,5
mmlu_high_school_government_and_politics_row_1,5
mmlu_high_school_government_and_politics_row_2,5
mmlu_high_school_government_and_politics_row_3,8
mmlu_high_school_government_and_politics_row_4,9
mmlu_high_school_government_and_politics_row_5,5
mmlu_high_school_government_and_politics_row_6,5
mmlu_high_school_government_and_politics_row_7,5
mmlu_high_school_government_and_politics_row_8,5
mmlu_high_school_government_and_politics_row_9,5
mmlu_high_school_government_and_politics_row_10,5
mmlu_high_school_government_and_politics_row_11,5
mmlu_high_school_government_and_politics_row_12,6
mmlu_high_school_government_and_politics_row_13,4
mmlu_high_school_government_and_politics_row_14,6
mmlu_high_school_government_and_politics_row_15,5
mmlu_high_school_government_and_politics_row_16,5
mmlu_high_school_government_and_politics_row_17,7
mmlu_high_school_government_and_politics_row_18,3
mmlu_high_school_government_and_politics_row_19,6
mmlu_high_school_government_and_politics_row_20,4
mmlu_high_school_government_and_politics_row_21,4
mmlu_high_school_government_and_politics_row_22,6
mmlu_high_school_government_and_politics_row_23,7
mmlu_high_school_government_and_politics_row_24,4
mmlu_high_school_government_and_politics_row_25,6
mmlu_high_school_government_and_politics_row_26,6
mmlu_high_school_government_and_politics_row_27,5
mmlu_high_school_government_and_politics_row_28,4
mmlu_high_school_government_and_politics_row_29,7
mmlu_high_school_government_and_politics_row_30,5
mmlu_high_school_government_and_politics_row_31,7
mmlu_high_school_government_and_politics_row_32,6
mmlu_high_school_government_and_politics_row_33,7
mmlu_high_school_government_and_politics_row_34,6
mmlu_high_school_government_and_politics_row_35,7
mmlu_high_school_government_and_politics_row_36,4
mmlu_high_school_government_and_politics_row_37,6
mmlu_high_school_government_and_politics_row_38,6
mmlu_high_school_government_and_politics_row_39,5
mmlu_high_school_government_and_politics_row_40,6
mmlu_high_school_government_and_politics_row_41,4
mmlu_high_school_government_and_politics_row_42,5
mmlu_high_school_government_and_politics_row_43,6
mmlu_high_school_government_and_politics_row_44,5
mmlu_high_school_government_and_politics_row_45,5
mmlu_high_school_government_and_politics_row_46,5
mmlu_high_school_government_and_politics_row_47,5
mmlu_high_school_government_and_politics_row_48,6
mmlu_high_school_government_and_politics_row_49,5
mmlu_high_school_government_and_politics_row_50,7
mmlu_high_school_government_and_politics_row_51,5
mmlu_high_school_government_and_politics_row_52,6
mmlu_high_school_government_and_politics_row_53,7
mmlu_high_school_government_and_politics_row_54,5
mmlu_high_school_government_and_politics_row_55,3
mmlu_high_school_government_and_politics_row_56,5
mmlu_high_school_government_and_politics_row_57,5
mmlu_high_school_government_and_politics_row_58,6
mmlu_high_school_government_and_politics_row_59,5
mmlu_high_school_government_and_politics_row_60,5
mmlu_high_school_government_and_politics_row_61,7
mmlu_high_school_government_and_politics_row_62,4
mmlu_high_school_government_and_politics_row_63,6
mmlu_high_school_government_and_politics_row_64,5
mmlu_high_school_government_and_politics_row_65,5
mmlu_high_school_government_and_politics_row_66,5
mmlu_high_school_government_and_politics_row_67,4
mmlu_high_school_government_and_politics_row_68,6
mmlu_high_school_government_and_politics_row_69,4
mmlu_high_school_government_and_politics_row_70,4
mmlu_high_school_government_and_politics_row_71,3
mmlu_high_school_government_and_politics_row_72,6
mmlu_high_school_government_and_politics_row_73,4
mmlu_high_school_government_and_politics_row_74,6
mmlu_high_school_government_and_politics_row_75,4
mmlu_high_school_government_and_politics_row_76,8
mmlu_high_school_government_and_politics_row_77,7
mmlu_high_school_government_and_politics_row_78,4
mmlu_high_school_government_and_politics_row_79,5
mmlu_high_school_government_and_politics_row_80,4
mmlu_high_school_government_and_politics_row_81,6
mmlu_high_school_government_and_politics_row_82,4
mmlu_high_school_government_and_politics_row_83,7
mmlu_high_school_government_and_politics_row_84,5
mmlu_high_school_government_and_politics_row_85,6
mmlu_high_school_government_and_politics_row_86,6
mmlu_high_school_government_and_politics_row_87,5
mmlu_high_school_government_and_politics_row_88,5
mmlu_high_school_government_and_politics_row_89,6
mmlu_high_school_government_and_politics_row_90,5
mmlu_high_school_government_and_politics_row_91,4
mmlu_high_school_government_and_politics_row_92,5
mmlu_high_school_government_and_politics_row_93,6
mmlu_high_school_government_and_politics_row_94,4
mmlu_high_school_government_and_politics_row_95,4
mmlu_high_school_government_and_politics_row_96,4
mmlu_high_school_government_and_politics_row_97,4
mmlu_high_school_government_and_politics_row_98,6
mmlu_high_school_government_and_politics_row_99,4
mmlu_high_school_government_and_politics_row_100,4
mmlu_high_school_government_and_politics_row_101,4
mmlu_high_school_government_and_politics_row_102,4
mmlu_high_school_government_and_politics_row_103,8
mmlu_high_school_government_and_politics_row_104,5
mmlu_high_school_government_and_politics_row_105,5
mmlu_high_school_government_and_politics_row_106,4
mmlu_high_school_government_and_politics_row_107,4
mmlu_high_school_government_and_politics_row_108,6
mmlu_high_school_government_and_politics_row_109,4
mmlu_high_school_government_and_politics_row_110,7
mmlu_high_school_government_and_politics_row_111,8
mmlu_high_school_government_and_politics_row_112,4
mmlu_high_school_government_and_politics_row_113,8
mmlu_high_school_government_and_politics_row_114,6
mmlu_high_school_government_and_politics_row_115,5
mmlu_high_school_government_and_politics_row_116,5
mmlu_high_school_government_and_politics_row_117,7
mmlu_high_school_government_and_politics_row_118,7
mmlu_high_school_government_and_politics_row_119,4
mmlu_high_school_government_and_politics_row_120,4
mmlu_high_school_government_and_politics_row_121,4
mmlu_high_school_government_and_politics_row_122,7
mmlu_high_school_government_and_politics_row_123,4
mmlu_high_school_government_and_politics_row_124,8
mmlu_high_school_government_and_politics_row_125,4
mmlu_high_school_government_and_politics_row_126,6
mmlu_high_school_government_and_politics_row_127,8
