model_name,theta_rasch
abacusai/Smaugv0.1,1.8066272
abhinand/Llama-3-OpenBioMed-8B-slerp-v0.3,0.81723356
abhinand/gemma-2b-it-tamil-v0.1-alpha,-0.9336825
abhinand/gemma-2b-tamil,-1.0321676
abhishek/autotrain-llama3-70b-orpo-v1,2.0277166
abhishek/autotrain-llama3-70b-orpo-v2,2.023939
abhishek/autotrain-mixtral-8x7b-orpo-v1,1.2106082
abhishek/autotrain-mixtral-8x7b-orpo-v2,1.1402097
abhishek/autotrain-mixtral7x8b-math,0.8932816
abhishek/autotrain-xva0j-mixtral8x7b,0.8776831
abhishekchohan/SOLAR-10.7B-Instruct-Forest-DPO-v1,0.8194962
abideen/gemma-2b-openhermes,-1.0661995
adamo1139/Yi-34B-200K-AEZAKMI-RAW-1701,1.6234866
adamo1139/Yi-34B-200K-AEZAKMI-RAW-2301,1.618174
adamo1139/Yi-34B-200K-AEZAKMI-RAW-2301-LoRA,1.6029524
adamo1139/Yi-34B-200K-AEZAKMI-RAW-2901,1.5076375
adamo1139/Yi-34B-200K-AEZAKMI-XLCTX-v3,1.5223508
adamo1139/Yi-34B-200K-AEZAKMI-v2,1.6557494
adamo1139/Yi-34B-200K-HESOYAM-0905,1.6193238
adamo1139/Yi-34B-200K-rawrr1-LORA-DPO-experimental-r3,1.6619912
adamo1139/Yi-34B-AEZAKMI-v1,1.5401552
adamo1139/Yi-34b-200K-rawrr-v2-run-0902-LoRA,1.64773
adamo1139/yi-34b-200k-rawrr-dpo-1,1.6898454
adamo1139/yi-34b-200k-rawrr-dpo-2,1.6945202
ajibawa-2023/Code-Llama-3-8B,-0.36915317
ajibawa-2023/Python-Code-33B,0.023898395
ajibawa-2023/Scarlett-Llama-3-8B,0.8111698
ajibawa-2023/Scarlett-Llama-3-8B-v1.0,0.803349
ajibawa-2023/SlimOrca-Llama-3-8B,-0.089988895
ajibawa-2023/Uncensored-Frank-33B,0.23665267
ajibawa-2023/Uncensored-Frank-Llama-3-8B,0.5973749
alchemonaut/BoreanGale-70B,1.5841473
alchemonaut/QuartetAnemoi-70B-t0.0001,1.621984
allenai/tulu-2-dpo-70b,1.1279025
aloobun/Cypher-Laser-Mixtral-2x1.8B-v0.1,-1.4554273
aloobun/Cypher-Mixtral-2x1.8B-v0.1,-1.4445277
aloobun/falcon-1b-cot-t2,-2.0306647
altomek/CodeRosa-70B-AB1,0.34089655
alykassem/ds_diasum_md_mixtral,1.063393
anakin87/gemma-2b-orpo,-1.0102322
andrijdavid/Meta-Llama-3-13B-Instruct,0.30327663
andysalerno/cloudymixtral7Bx2-nectar-0.2,0.74417907
ariellee/SuperPlatty-30B,0.5863031
arvindanand/Deepseek-Wizard-33B-slerp,-1.0824913
arvindanand/ValidateAI-2-33B-AT,-0.75809467
arvindanand/ValidateAI-3-33B-Ties,-0.73705757
arvindanand/ValidateAI-33B-slerp,-0.9489314
ausboss/llama-30b-supercot,0.14285003
azarafrooz/gemma-2b-it-nlai-p1,-1.0763783
azarafrooz/gemma-2b-it-nlai-v0,-1.0830253
azarafrooz/gemma-2b-it-sp-test,-1.0698467
azarafrooz/gemma-2b-it-sp-test-openherms-step500,-1.0834718
azarafrooz/gemma-2b-it-sp-test1,-1.0838679
azarafrooz/gemma-2b-nlaf-v0,-1.0877775
azharsultan/Meta-Llama-3-8B-orpo,0.75349694
bharadwajswarna/gemma-2b-sft-telugu,-1.420452
bhavinjawade/SOLAR-10B-Nector-DPO-Jawade,0.8010391
bhavinjawade/SOLAR-10B-OrcaDPO-Jawade,0.8093077
bhenrym14/airoboros-33b-gpt4-1.4.1-lxctx-PI-16384-fp16,-1.9700031
binbi/Ein-72B-v0.1,1.782658
binbi/MoMo-70B-V1.2_1,1.1946652
binbi/SF-72B-V1,-2.072428
binbi/SF-72B-V1.8.6-V1.2,-2.0343444
birgermoell/llama-3-merge-disco-neural-pace,0.6878583
birgermoell/llama-3-open-hermes-disco,0.75274324
bn22/Nous-Hermes-2-SOLAR-10.7B-MISALIGNED,0.82499725
bongchoi/MoMo-70B-LoRA-V1.1,0.8838148
bongchoi/test-llama2-70b,1.1255988
brucethemoose/CaPlatTessDolXaBoros-Yi-34B-200K-DARE-Ties,1.6720297
brucethemoose/CaPlatTessDolXaBoros-Yi-34B-200K-DARE-Ties-ExtremeDensity,1.8454984
brucethemoose/CaPlatTessDolXaBoros-Yi-34B-200K-DARE-Ties-HighDensity,1.8278068
brucethemoose/CapyTessBorosYi-34B-200K-DARE-Ties,1.726673
brucethemoose/Yi-34B-200K-DARE-megamerge-v8,1.8078146
brucethemoose/Yi-34B-200K-DARE-merge-v5,1.8165348
brucethemoose/Yi-34B-200K-DARE-merge-v7,1.8251011
budecosystem/code-millenials-34b,-0.35100636
bunkalab/Phi-3-mini-128k-instruct-LinearBunkaScore-4.6k-DPO,1.0504959
bunnycore/Blackbird-Llama-3-8B,0.5855187
camel-ai/CAMEL-33B-Combined-Data,0.32771298
chargoddard/MelangeA-70b,1.2514682
chargoddard/MelangeB-70b,1.2293242
chargoddard/MelangeC-70b,1.2487054
chargoddard/MixtralRPChat-ZLoss,1.1378514
chargoddard/llama-2-34b-uncode,-1.0616674
chargoddard/mixtralmerge-8x7B-rebalanced-test,1.1309481
chihoonlee10/T3Q-ko-solar-dpo-v6.0,0.6728033
chlee10/T3Q-Platypus-SOLAR,-0.050898418
chlee10/T3Q-platypus-SOLAR-10.7B-v1.0,0.50396293
chujiezheng/tulu-2-dpo-70b-ExPO,1.1237059
cloudyu/Mixtral-8x7B-Instruct-v0.1-DPO,1.1973397
cloudyu/Mixtral_11Bx2_MoE_19B,0.816299
cloudyu/Mixtral_13B_Chat,0.6948034
cloudyu/Mixtral_13Bx2_MOE_22B,0.22661214
cloudyu/Mixtral_34Bx2_MoE_60B,1.8465868
cloudyu/Mixtral_7Bx2_MoE,0.7379786
cloudyu/Mixtral_7Bx2_MoE_13B,0.55429256
cloudyu/Mixtral_7Bx2_MoE_DPO,0.73614347
cloudyu/Mixtral_7Bx4_MOE_24B,0.5962911
cloudyu/Mixtral_7Bx5_MoE_30B,0.7108815
cloudyu/Mixtral_7Bx6_MoE_35B,0.7416306
cloudyu/Truthful_DPO_cloudyu_Mixtral_34Bx2_MoE_60B,1.8337827
cloudyu/mixtral_7bx4_moe,0.5953495
codellama/CodeLlama-34b-Instruct-hf,-0.0049348376
codellama/CodeLlama-34b-Python-hf,-0.36416116
codellama/CodeLlama-34b-hf,-0.028878566
codellama/CodeLlama-70b-Instruct-hf,0.09756086
codellama/CodeLlama-70b-Python-hf,0.07479799
codellama/CodeLlama-70b-hf,0.31974033
cognitivecomputations/Dolphin-2.9.1-Phi-3-Kensho-4.5B,0.833254
cognitivecomputations/Llama-3-8B-Instruct-abliterated-v2,0.84887415
cognitivecomputations/MegaDolphin-120b,1.1394285
cognitivecomputations/dolphin-2.2-yi-34b-200k,0.06137678
cognitivecomputations/dolphin-2.9.1-llama-3-8b,0.4107718
cognitivecomputations/dolphin-2.9.1-yi-1.5-9b,1.1242609
cognitivecomputations/mixtral-instruct-0.1-laser,1.1484638
cognitivecomputations/yayi2-30b-llama,1.1612012
collaiborateorg/Collaiborator-MEDLLM-Llama-3-8B-v1,0.78428924
concedo/Vicuzard-30B-Uncensored,0.29011223
cookinai/Llama-3-SOLAR-v0.1,0.7060321
cookinai/Llama-3-SOLAR-v0.2,0.6662053
cookinai/NeuralLlama-3-ORPO,0.7238209
cookinai/OrcaHermes-Mistral-70B-miqu,1.6188406
cstr/phi-3-orpo-v9_16,0.80398494
csujeong/Falcon-7B-Fintued-Finance-Stock-E,-1.7215005
databricks/dbrx-base,1.5013819
databricks/dbrx-instruct,1.4325764
davidkim205/Rhea-72b-v0.2,1.9325086
davidkim205/Rhea-72b-v0.3,1.8465806
davidkim205/Rhea-72b-v0.4,1.9391503
davidkim205/Rhea-72b-v0.5,1.9323039
dddsaty/Merge_Sakura_Solar,0.80123675
dddsaty/Open_Ko_SOLAR_DPO_Merge_v0.1,-0.037318595
dddsaty/SOLAR-Instruct-ko-Adapter-Attach,0.81024146
dddsaty/SOLAR_Merge_Adapter_DPO_Orca,0.5918287
ddobokki/Llama-2-70b-orca-200k,0.94563675
deepnight-research/llama-2-70B-inst,1.2361716
deepseek-ai/deepseek-coder-1.3b-instruct,-1.6481845
deepseek-ai/deepseek-coder-6.7b-base,-1.1097673
deepseek-ai/deepseek-coder-6.7b-instruct,-1.0644648
deepseek-ai/deepseek-coder-7b-instruct-v1.5,-0.2857476
deepseek-ai/deepseek-llm-67b-base,1.2935306
deepseek-ai/deepseek-llm-67b-chat,1.3380437
deepseek-ai/deepseek-llm-7b-chat,-0.1382207
deepseek-ai/deepseek-math-7b-base,0.07635624
deepseek-ai/deepseek-math-7b-instruct,0.02023071
deepseek-ai/deepseek-math-7b-rl,0.08029644
deepseek-ai/deepseek-moe-16b-base,-0.53682387
defog/sqlcoder-34b-alpha,-0.06937129
dfurman/HermesBagel-34B-v0.1,1.8280306
dfurman/Llama-3-70B-Orpo-v0.1,1.9158919
dfurman/Llama-3-8B-Orpo-v0.1,0.8279515
dfurman/Mixtral-8x7B-peft-v0.1,1.021343
dfurman/MoMoMerge-72B-v0.1,-2.0495074
dfurman/llama-2-70b-dolphin-peft,1.0962459
dillfrescott/Nous-Hermes-2-SOLAR-10.7B-x2-MoE,0.84504783
dreamgen/opus-v1-34b,1.6480795
dreamgen/opus-v1.2-llama-3-8b,0.82241607
dsvv-cair/alpaca-cleaned-llama-30b-bf16,0.22227842
ehartford/CodeLlama-34b-Instruct-hf,-0.9938144
ehartford/CodeLlama-34b-Python-hf,-1.3673638
ehartford/Samantha-1.11-70b,1.0200982
ehartford/Samantha-1.11-CodeLlama-34b,-0.10706565
ehartford/Wizard-Vicuna-30B-Uncensored,0.29858053
ehartford/WizardLM-1.0-Uncensored-CodeLlama-34b,-0.029726293
ehartford/WizardLM-30B-Uncensored,0.19312605
ehartford/WizardLM-33B-V1.0-Uncensored,0.35048023
ehartford/based-30b,0.28695592
ehartford/dolphin-2.2-70b,1.1357168
ehartford/dolphin-2.2-yi-34b-200k,0.078509666
ehartford/samantha-1.1-llama-33b,0.34111372
ehristoforu/Llama-3-4b-community,-1.844594
elinas/Llama-3-13B-Instruct,0.7661795
elinas/Llama-3-13B-Instruct-ft,0.78362536
elinas/Llama-3-15B-Instruct-ft-v2,0.8698081
elinas/Llama-3-15B-Instruct-zeroed,0.9111477
elinas/Llama-3-15B-Instruct-zeroed-ft,0.91332734
elinas/Llama-3-8B-Ultra-Instruct,0.92042
elinas/chronos-33b,0.09110053
elinas/chronos007-70b,1.1242299
ericzzz/falcon-rw-1b-chat,-1.9458826
euclaise/falcon_1b_stage1,-1.9446042
euclaise/falcon_1b_stage2,-1.9760022
euclaise/falcon_1b_stage3,-1.8681717
euclaise/falcon_1b_stage3_2,-1.9795507
facebook/galactica-30b,-0.51756775
facebook/opt-30b,-1.740675
facebook/opt-iml-max-30b,-0.8322141
failspy/Llama-3-8B-Instruct-abliterated,0.10201736
failspy/Meta-Llama-3-8B-Instruct-abliterated-v3,0.81927145
failspy/llama-3-70B-Instruct-abliterated,2.0031729
fblgit/LUNA-SOLARkrautLM-Instruct,0.7812027
fblgit/UNA-SOLAR-10.7B-Instruct-v1.0,0.7955701
fblgit/UNA-SimpleSmaug-34b-v1beta,1.8121307
fblgit/una-xaberius-34b-v1beta,1.9480801
freecs/Llama-3-7b,-1.9020981
freecs/Tiny-Llama-3-7b,-1.9012108
g-ronimo/Meta-Llama-3-8B-Instruct-LessResistant,0.85277414
gaodrew/gaodrew-llama-30b-instruct-2048-Open-Platypus-100steps,0.4087089
garage-bAInd/Camel-Platypus2-70B,1.1705883
garage-bAInd/Dolphin-Platypus2-70B,1.1693649
garage-bAInd/Platypus-30B,0.74830735
garage-bAInd/Platypus2-70B,1.2155515
garage-bAInd/Platypus2-70B-instruct,1.2618804
gemmathon/gemma-2b-ko-dev-pbmt192,-1.6717607
gemmathon/gemma-2b-ko-v0,-1.9140923
glenn2/gemma-2b-lora16b2,-1.0308485
glenn2/gemma-2b-lora3,-1.0318159
google/codegemma-2b,-1.7133615
google/gemma-2b,-0.81504905
google/gemma-2b-it,-1.0750964
google/recurrentgemma-2b,-1.325483
google/recurrentgemma-2b-it,-0.9084665
gradientai/Llama-3-70B-Instruct-Gradient-262k,1.6243051
gradientai/Llama-3-70B-Instruct-Gradient-524k,1.5584085
gradientai/Llama-3-8B-Instruct-1048k,0.47550878
gradientai/Llama-3-8B-Instruct-262k,0.70260257
gradientai/Llama-3-8B-Instruct-Gradient-1048k,0.59858334
gradientai/Llama-3-8B-Instruct-Gradient-4194k,0.3448069
grimjim/Llama-3-Instruct-demi-merge-8B,0.9368255
grimjim/llama-3-experiment-v1-9B,0.8486759
grimjim/llama-3-merge-avalon-8B,0.89198506
grimjim/llama-3-merge-pp-instruct-8B,0.88190925
grimjim/llama-3-merge-virt-req-8B,0.8254998
hfl/chinese-mixtral,1.0903246
hfl/chinese-mixtral-instruct,1.205543
hfl/llama-3-chinese-8b,0.5858464
hfl/llama-3-chinese-8b-instruct,0.5960506
hfl/llama-3-chinese-8b-instruct-v2,0.7975662
hfl/llama-3-chinese-8b-instruct-v3,0.9125523
hjhj3168/Llama-3-8b-ortho-v2,0.6700147
huggingface/llama-30b,0.321847
huggyllama/llama-30b,0.31850722
ibivibiv/aegolius-acadicus-30b,0.7402271
ibivibiv/aegolius-acadicus-34b-v3,0.5609452
ibivibiv/aegolius-acadicus-v1-30b,0.730657
ibivibiv/alpaca-dragon-72b-v1,1.8108356
ibivibiv/llama-3-8b-instruct-alpaca-gpt-4,0.70130354
ibivibiv/megamarcoroni-120b,1.1913862
ibivibiv/strix-rufipes-70b,1.1033474
invalid-coder/SOLAR-10.7B-Instruct-SOLARC-M-10.7B-slerp,0.8154669
invalid-coder/Sakura-SOLAR-Instruct-CarbonVillain-en-10.7B-v2-slerp,0.811975
investbrainsorg/BrokenLlama-3-8b,0.74569654
itsliupeng/Mixtral-8x7B-v0.1-top3,1.2293988
jan-ai/Solar-10.7B-SLERP,0.80213463
jilp00/Hermes-2-SOLAR-10.7B-Symbolic,0.7628636
jilp00/Nous-Hermes-2-SOLAR-10.7B-v1.1,0.8274223
jilp00/SOLAR-10.7B-tutored,0.7768848
jingyeom/KoSoLAR-10.7B-v0.2_1.3_dedup_p,0.65268797
jingyeom/KoSoLAR-10.7B-v0.2_1.4_dedup,0.45536995
jingyeom/SOLAR_KO_1.3_deup,0.08847322
jingyeom/freeze_KoSoLAR-10.7B-v0.2_1.4_dedup,0.69111973
jisukim8873/falcon-7B-case-0,-1.6090684
jisukim8873/falcon-7B-case-1,-1.5985535
jisukim8873/falcon-7B-case-2,-1.6167595
jisukim8873/falcon-7B-case-3,-1.4439447
jisukim8873/falcon-7B-case-4,-1.6108152
jisukim8873/falcon-7B-case-5,-1.5485468
jisukim8873/falcon-7B-case-6,-1.6329968
jisukim8873/falcon-7B-case-8,-1.5233331
jisukim8873/falcon-7B-case-c,-1.6155121
jondurbin/airoboros-33b-2.1,0.23479319
jondurbin/airoboros-33b-gpt4-1.2,0.44147465
jondurbin/airoboros-33b-gpt4-1.3,0.3514307
jondurbin/airoboros-33b-gpt4-1.4,0.35406634
jondurbin/airoboros-33b-gpt4-2.0,0.28589374
jondurbin/airoboros-33b-gpt4-m2.0,0.18590897
jondurbin/airoboros-34b-3.2,1.5539287
jondurbin/airoboros-34b-3.3,1.596662
jondurbin/airoboros-70b-3.3,1.9471482
jondurbin/airoboros-l2-70b-2.1,1.1151822
jondurbin/airoboros-l2-70b-2.2.1,1.1803613
jondurbin/airoboros-l2-70b-3.1.2,1.172313
jondurbin/airoboros-l2-70b-gpt4-1.4.1,1.205582
jondurbin/airoboros-l2-70b-gpt4-2.0,1.2054516
jondurbin/airoboros-l2-70b-gpt4-m2.0,1.2216985
jondurbin/bagel-34b-v0.2,1.7597386
jondurbin/bagel-34b-v0.4,1.579067
jondurbin/bagel-34b-v0.5,1.712367
jondurbin/bagel-dpo-34b-v0.2,1.7781832
jondurbin/bagel-dpo-34b-v0.5,1.7083323
jondurbin/nontoxic-bagel-34b-v0.2,1.7557307
jondurbin/spicyboros-70b-2.2,1.2205126
joowon99/SOLAR-10.7B-ko_alpaca,0.7502719
jordiclive/Llama-2-70b-oasst-1-200,1.1087688
jrahn/llama-3-8b-claudstruct-v1,0.69124496
jsfs11/MixtureofMerges-MoE-4x7b-v10-mixtralv0.3,0.5880688
jsk0214/Seagull-llama-3-8B-orpo-v0.4,0.72753465
jsk0214/Seagull-llama-3-8B-orpo-v0.5,0.7195958
jukofyork/Dark-Miqu-70B,1.4936798
jukofyork/Dawn-Miqu-70B,1.4322251
jukofyork/Dusk-Miqu-70B,1.4476175
jukofyork/Eurus-70b-nca-fixed,0.06822753
jukofyork/Eurus-70b-sft-fixed,0.01943534
jylee420/gemma-2b-data-std,-1.2180147
karakuri-ai/karakuri-lm-70b-chat-v0.1,0.39254963
kihoonlee/stock-solar-10.7b-v1,0.7082431
kimwooglae/AISquare-Instruct-SOLAR-10.7b-v0.5.31,-0.08325651
kimwooglae/AISquare-Instruct-SOLAR-10.7b-v0.5.32,0.5881182
kodonho/Momo-70b-DPO-mixed,-2.0391238
kodonho/Solar-M-SakuraSolar-Mixed,0.7018027
kodonho/Solar-OrcaDPO-Solar-Instruct-SLERP,0.8126613
kodonho/SolarM-SakuraSolar-SLERP,0.8145495
kreimben/CodeMind-gemma-2b,-1.1233313
krevas/SOLAR-10.7B,0.6370147
kuotient/Seagull-Llama-3-8B-orpo-v0.1,0.71613926
kuotient/Seagull-Llama-3-8B-orpo-v0.3,0.72573835
kyujinpy/PlatYi-34B-200K-Q,1.582009
kyujinpy/PlatYi-34B-200k-Q-FastChat,1.7967417
kyujinpy/PlatYi-34B-Llama,1.9042935
kyujinpy/PlatYi-34B-Llama-Q,1.9573064
kyujinpy/PlatYi-34B-Llama-Q-FastChat,1.9162564
kyujinpy/PlatYi-34B-Llama-Q-v2,1.7491448
kyujinpy/PlatYi-34B-Llama-Q-v3,1.5574465
kyujinpy/PlatYi-34B-LoRA,1.9399496
kyujinpy/PlatYi-34B-Q,1.8688833
kyujinpy/SOLAR-Platypus-10.7B-v1,0.35552034
kyujinpy/SOLAR-Platypus-10.7B-v2,0.36055958
kyujinpy/Sakura-SOLAR-Instruct,0.81247574
kyujinpy/Sakura-SOLAR-Instruct-DPO-v1,-2.040905
kyujinpy/Sakura-SOLAR-Instruct-DPO-v2,0.8231753
lcw99/llama-3-10b-it-ko-2024-0527,0.6742877
lcw99/llama-3-10b-it-kor-extented-chang,0.8176692
lcw99/llama-3-10b-it-kor-extented-chang-pro8,0.686115
lcw99/llama-3-8b-it-kor-extented-chang,0.8258206
leejaymin/etri-ones-solar,0.63609606
leejunhyeok/MoMo-70B-LoRA-V1.2_1,1.1973879
lemon-mint/gemma-2b-translation-v0.103,-1.1796381
lightblue/suzume-llama-3-8B-multilingual,0.7978956
lighteternal/Llama-3-8B-Instruct-MergeSLERP-Gradient1048k-OpenBioLLM,0.42492735
lighteternal/Llama-3-8B-Instruct-MergeSLERP-Gradient1048kIO-OpenBioLLM,0.41459548
lilloukas/GPlatty-30B,0.7007391
lilloukas/Platypus-30B,0.75743604
liuxiang886/llama2-70B-qlora-gpt4,1.1585972
llm-agents/tora-70b-v1.0,1.0581173
llm-agents/tora-code-34b-v1.0,-0.5574078
llmixer/BigWeave-v15-103b,1.2902075
llmixer/BigWeave-v16-103b,1.4099033
llmixer/BigWeave-v20-110b,1.1700928
lloorree/kssht-castor-70b,1.1918552
lloorree/kssht-dahj-70b,1.2596453
lloorree/kssht-euripedes-70b,1.2044412
lmsys/vicuna-33b-v1.3,0.39909142
logicker/SkkuDS-DPO-72B-v1,1.7833971
logicker/SkkuDS-DPO-72B-v3,1.7492621
louisbrulenaudet/Maxine-34B-stock,1.8162596
louisbrulenaudet/Pearl-34B-dare,1.7592874
louisbrulenaudet/Pearl-34B-ties,1.7778558
luffycodes/higgs-llama-vicuna-ep25-70b,0.7103535
macadeliccc/Opus-Samantha-Llama-3-8B,0.59433675
macadeliccc/Orca-SOLAR-4x10.7b,0.8741359
macadeliccc/SOLAR-10.7b-Instruct-dpo,0.81682605
macadeliccc/SOLAR-10.7b-Instruct-truthy-dpo,0.766552
macadeliccc/SOLAR-math-2x10.7b,0.8733684
macadeliccc/SOLAR-math-2x10.7b-v0.2,0.8162861
macadeliccc/SmaugDolphin-60B,1.7927867
macadeliccc/laser-dolphin-mixtral-2x7b-dpo,0.58298564
macadeliccc/laser-dolphin-mixtral-4x7b-dpo,0.5678752
maldv/SFR-Iterative-DPO-LLaMA-3-8B-R,0.819685
malhajar/Platypus2-70B-instruct-4bit-gptq,-1.9893503
martyn/mixtral-megamerge-dare-8x7b-v2,1.0402696
martyn/solar-megamerge-dare-10.7b-v1,0.8093979
maywell/PiVoT-SOLAR-10.7B-RP,0.6693516
maywell/kiqu-70b,1.6063799
meta-llama/Llama-2-70b-hf,1.1013092
meta-llama/Meta-Llama-3-70B,1.8937124
meta-llama/Meta-Llama-3-70B-Instruct,2.0147288
meta-llama/Meta-Llama-3-8B,0.83519673
meta-llama/Meta-Llama-3-8B-Instruct,0.853249
meta-math/MetaMath-70B-V1.0,1.0767103
microsoft/Phi-3-medium-128k-instruct,1.7242736
microsoft/Phi-3-medium-4k-instruct,1.8527179
microsoft/Phi-3-mini-128k-instruct,1.0703158
microsoft/Phi-3-mini-4k-instruct,1.0955827
migtissera/Llama-3-8B-Synthia-v3.5,0.72554314
migtissera/SynthIA-70B-v1.5,1.150802
migtissera/Synthia-34B-v1.2,-0.09715083
migtissera/Synthia-70B,1.0606593
migtissera/Synthia-70B-v1.1,1.1903073
migtissera/Synthia-70B-v1.2,1.1625199
migtissera/Tess-2.0-Llama-3-70B,1.9525656
migtissera/Tess-2.0-Llama-3-70B-v0.2,1.9391896
migtissera/Tess-2.0-Llama-3-8B,0.7874146
migtissera/Tess-2.0-Mixtral-v0.2,1.1641018
migtissera/Tess-2.0-Yi-34B-200K,1.6229581
migtissera/Tess-34B-v1.4,1.6094818
migtissera/Tess-34B-v1.5b,1.7320913
migtissera/Tess-70B-v1.6,1.5940657
migtissera/Tess-72B-v1.5b,1.7304425
minlik/chinese-alpaca-33b-merged,0.18568045
mistral-community/Mixtral-8x22B-v0.1,1.8038417
mistralai/Mixtral-8x22B-Instruct-v0.1,1.8094236
mistralai/Mixtral-8x22B-v0.1,1.7962612
mistralai/Mixtral-8x7B-Instruct-v0.1,1.2100683
mistralai/Mixtral-8x7B-v0.1,1.2136741
mlabonne/ChimeraLlama-3-8B,0.8763234
mlabonne/ChimeraLlama-3-8B-v2,0.90917957
mlabonne/ChimeraLlama-3-8B-v3,0.9427103
mlabonne/Llama-3-8B-Instruct-abliterated-dpomix,0.8584041
mlabonne/Meta-Llama-3-12B-Instruct,0.8414996
mlabonne/OrpoLlama-3-8B,0.7494493
mmnga/Llama-3-70B-japanese-suzume-vector-v0.1,2.0646863
mncai/yi-34B-v2,1.7103795
mncai/yi-34B-v3,1.7102963
mobidic/solar-10b-platypus-lora,0.5625082
monology/mixtral-4x7b_slerp,-1.8676066
monology/mixtral-soup,-1.8176835
monology/mixtral-ties,-1.9179827
moreh/MoMo-70B-LoRA-V1.4,1.7753386
moreh/MoMo-70B-lora-1.8.5-DPO,1.8365016
moreh/MoMo-70B-lora-1.8.6-DPO,1.8291094
moreh/MoMo-72B-LoRA-V1.4,1.8080739
moreh/MoMo-72B-lora-1.8.7-DPO,1.7964743
mosaicml/mpt-30b,-0.38515
mosaicml/mpt-30b-chat,-0.22848026
mosaicml/mpt-30b-instruct,-0.32359093
msu-rcc-lair/ruadapt_solar_10.7_darulm_unigram_proj_init_twostage_v1,0.52502084
mychen76/openmixtral-4x7b-merged,0.7529077
mychen76/openmixtral-6x7b-v2,0.710467
namespace-Pt/Llama-3-8B-Instruct-80K-QLoRA,0.7030449
naseerfaheem/SOLAR-10.7B-Instruct-ties,0.81911963
nbeerbower/llama-3-bophades-v2-8B,0.7181661
nbeerbower/llama-3-dragonmaid-8B-v2,0.9554686
nbeerbower/llama-3-gutenberg-8B,0.9293285
nbeerbower/llama-3-sauce-v2-8B,0.9075668
nbeerbower/llama-3-slerp-kraut-dragon-8B,0.9222595
nbeerbower/llama-3-spicy-8B,0.6843155
nbeerbower/llama-3-spicy-abliterated-stella-8B,0.8982444
nbeerbower/llama-3-stella-8B,0.9662618
nbeerbower/llama-3-stella-truthy-dpo-8B,0.9317286
nbeerbower/llama-3-stinky-8B,0.96262175
nbeerbower/llama-3-stinky-v2-8B,0.9268198
nbeerbower/llama-3-wissenschaft-8B,0.91846526
nbeerbower/llama-3-wissenschaft-8B-v2,0.9109656
nisten/smaugzilla-77b,-2.013951
nvidia/Llama3-ChatQA-1.5-70B,1.8362532
ontocord/phi-3-22b,1.677777
oobabooga/CodeBooga-34B-v0.1,-0.05148758
openaccess-ai-collective/hippogriff-30b-chat,0.34205785
openaccess-ai-collective/manticore-30b-chat-pyg-alpha,0.2543885
openlynn/Llama-3-Soliloquy-8B,0.15679258
openlynn/Llama-3-Soliloquy-8B-v2,0.6579565
openlynn/Llama-3-Soliloquy-Max-70B-v1,0.6299827
openthaigpt/openthaigpt-1.0.0-70b-chat,0.83524626
orangetin/OpenHermes-Mixtral-8x7B,0.6793731
pansophic/gemma-2b-sft-preview,-0.5892868
pinkyponky/SOLAR-10.7B-dpo-instruct-tuned-v0.1,0.8098179
prince-canuma/Llama-3-6B-v0.1,0.44545552
qblocks/falcon_7b_DolphinCoder,-1.7798793
quantumaikr/QuantumLM-70B-hf,0.52979404
quantumaikr/QuantumLM-llama2-70B-Korean-LoRA,1.1178159
quantumaikr/llama-2-70b-fb16-guanaco-1k,1.2158952
quantumaikr/llama-2-70b-fb16-orca-chat-10k,1.1180916
quantumaikr/quantumairk-llama-2-70B-instruct,1.2559375
raincandy-u/Llama-3-5B-Sheard,0.78014505
raincandy-u/Llama-3-Aplite-Instruct-4x8B,0.8705295
raincandy-u/Llama-3-Aplite-Instruct-4x8B-MoE,0.8650476
raincandy-u/phillama-3.8b-v0.1,0.99037755
refine-ai/Power-Llama-3-13b-Instruct,0.6761441
refuelai/Llama-3-Refueled,0.7194502
rhysjones/Phi-3-mini-mango-1,1.1327205
rhysjones/Phi-3-mini-mango-1-llamafied,1.0163206
rinna/llama-3-youko-8b,0.42468557
rmihaylov/Llama-3-DARE-v1-8B,0.8763168
rmihaylov/Llama-3-DARE-v2-8B,0.859193
rmihaylov/Llama-3-DARE-v3-8B,0.85007197
rombodawg/Everyone-Coder-33b-Base,-0.7294342
rombodawg/Llama-3-8B-Base-Coder-v3.5-10k,0.7140922
rombodawg/Llama-3-8B-Instruct-Coder,0.8274354
rombodawg/test_dataset_Codellama-3-8B,0.8354877
rufjdk5480/mixtral-ko-qna-merged,1.1901475
ruslanmv/Medical-Mixtral-7B-v2k,0.3602186
ryan0712/llama-3-8b-DUS-initialized,-0.092249356
ryan0712/llama-3-8b-slow-DUS-max-method2,-1.9479319
ryan0712/llama-3-8b-slow-DUS-method-1,0.33196074
ryan0712/llama-3-8b-slow-DUS-random-method2,-1.5538292
s1ghhh/medllama-2-70b-qlora-1.1,1.2542998
saucam/aqua-smaug-0.3-8B,0.8700114
saucam/aqua-smaug-hermes-8B,0.79626083
scb10x/llama-3-typhoon-v1.5-8b,0.75029963
scb10x/llama-3-typhoon-v1.5-8b-instruct,0.6847124
senseable/Wilbur-30B,1.8012828
seungduk/KoSOLAR-10.7B-v0.1,0.7437818
shenzhi-wang/Llama3-70B-Chinese-Chat,1.9937751
