model_name,theta_score
g-ronimo/Meta-Llama-3-8B-Instruct-LessResistant,-0.04333229
ChuckMcSneed/WinterGoddess-1.4x-70b-32k,-0.046898074
NousResearch/Nous-Hermes-2-SOLAR-10.7B,-0.046983335
Swisslex/Mixtral-Orca-v0.1,-0.047085106
rombodawg/test_dataset_Codellama-3-8B,-0.04733105
Gryphe/Pantheon-RP-1.0-8b-Llama-3,-0.04820394
bn22/Nous-Hermes-2-SOLAR-10.7B-MISALIGNED,-0.048475225
grimjim/llama-3-experiment-v1-9B,-0.04917634
Syed-Hasan-8503/Llama-3-8B-NOLA,-0.049832467
meta-llama/Meta-Llama-3-8B,-0.05171757
jilp00/Nous-Hermes-2-SOLAR-10.7B-v1.1,-0.05172225
MisterRid/Llama-3-8B-SaulGoodMan,-0.05325414
Edgerunners/meta-llama-3-8b-instruct-hf-ortho-baukit-5fail-500total,-0.053686406
failspy/Meta-Llama-3-8B-Instruct-abliterated-v3,-0.056167528
maldv/SFR-Iterative-DPO-LLaMA-3-8B-R,-0.056456212
dfurman/Llama-3-8B-Orpo-v0.1,-0.057363994
theo77186/Llama-3-8B-Instruct-norefusal,-0.05761847
NousResearch/Hermes-2-Theta-Llama-3-8B,-0.059848994
rombodawg/Llama-3-8B-Instruct-Coder,-0.06049993
Zardos/nil_Llama-3-8B-Instruct_v0.1.1,-0.061388746
AwanLLM/Awanllm-Llama-3-8B-Dolfin-v0.6-Abliterated,-0.06230337
CausalLM/72B-preview-canary-llamafied-qwen-llamafy-unbias-qkv,-0.063416705
SrikanthChellappa/Collaiborator-MEDLLM-Llama-3-8B,-0.06801047
ChavyvAkvar/llama-3-lumimaid-habib-v7,-0.068264455
AwanLLM/Awanllm-Llama-3-8B-Instruct-DPO-v0.1,-0.06856195
lcw99/llama-3-8b-it-kor-extented-chang,-0.069166444
cognitivecomputations/Llama-3-8B-Instruct-abliterated-v2,-0.06947429
migtissera/Tess-2.0-Llama-3-8B,-0.0702812
jan-ai/Solar-10.7B-SLERP,-0.07147558
ajibawa-2023/Scarlett-Llama-3-8B,-0.07183162
dreamgen/opus-v1.2-llama-3-8b,-0.07216133
macadeliccc/SOLAR-10.7b-Instruct-truthy-dpo,-0.076275654
jilp00/SOLAR-10.7B-tutored,-0.077100575
lcw99/llama-3-10b-it-kor-extented-chang,-0.07796332
Kukedlc/Smart-LLaMa-3-8b-Python-v4,-0.07985772
AwanLLM/Awanllm-Llama-3-8B-Instruct-ORPO-v0.1,-0.08274452
OpenLemur/lemur-70b-v1,-0.08320013
ajibawa-2023/Scarlett-Llama-3-8B-v1.0,-0.084668495
hfl/llama-3-chinese-8b-instruct-v2,-0.085539564
Undi95/Meta-Llama-3-8B-hf,-0.085961595
grimjim/llama-3-merge-virt-req-8B,-0.0867158
lightblue/suzume-llama-3-8B-multilingual,-0.091304116
fblgit/LUNA-SOLARkrautLM-Instruct,-0.09149563
abhishek/autotrain-xva0j-mixtral8x7b,-0.093023285
abhinand/Llama-3-OpenBioMed-8B-slerp-v0.3,-0.09349274
martyn/solar-megamerge-dare-10.7b-v1,-0.09488086
Kukedlc/LLama-3-8b-Maths,-0.096085794
azharsultan/Meta-Llama-3-8B-orpo,-0.097562686
TomGrc/FusionNet_SOLAR,-0.09758921
Walmart-the-bag/Solar-10.7B-Cato,-0.1009138
AwanLLM/Llama-3-8B-Dolfin-v0.2-Instruct,-0.10119573
raincandy-u/Llama-3-5B-Sheard,-0.10293257
Edgerunners/meta-llama-3-8b-instruct-hf-ortho-baukit-5fail-3000total-bf16,-0.10530036
922CA/Llama-3-monika-ddlc-11.5b-v1,-0.10924926
openthaigpt/openthaigpt-1.0.0-70b-chat,-0.11421987
ChavyvAkvar/llama-3-lumimaid-habib-v5,-0.11505734
Faradaylab/ARIA-70B-V3,-0.118537284
ChavyvAkvar/llama-3-lumimaid-habib,-0.12002526
mychen76/openmixtral-4x7b-merged,-0.1207691
VAGOsolutions/SauerkrautLM-Mixtral-8x7B,-0.120905556
Edgerunners/meta-llama-3-8b-instruct-hf-ortho-baukit-2fail-128total,-0.12132281
NotAiLOL/Yi-1.5-dolphin-9B,-0.12136541
luffycodes/higgs-llama-vicuna-ep25-70b,-0.12455895
jilp00/Hermes-2-SOLAR-10.7B-Symbolic,-0.12483834
elinas/Llama-3-13B-Instruct-ft,-0.12692173
saucam/aqua-smaug-hermes-8B,-0.12860279
cloudyu/Mixtral_7Bx6_MoE_35B,-0.12973087
cognitivecomputations/Dolphin-2.9.1-Phi-3-Kensho-4.5B,-0.12994087
collaiborateorg/Collaiborator-MEDLLM-Llama-3-8B-v1,-0.13095304
investbrainsorg/BrokenLlama-3-8b,-0.13141812
Sao10K/Sensualize-Solar-10.7B,-0.1341356
birgermoell/llama-3-open-hermes-disco,-0.13505878
mlabonne/OrpoLlama-3-8B,-0.13591412
Changgil/K2S3-SOLAR-11b-v3.0,-0.13601436
AwanLLM/Awanllm-Llama-3-8B-Dolfin-v0.3,-0.1361152
joowon99/SOLAR-10.7B-ko_alpaca,-0.13816826
ibivibiv/aegolius-acadicus-30b,-0.1382681
BEE-spoke-data/Meta-Llama-3-8Bee,-0.1392552
NotAiLOL/Yi-1.5-9B-coder,-0.13998187
LeroyDyer/Mixtral_AI_Cyber_3.m1,-0.1410602
mychen76/openmixtral-6x7b-v2,-0.14212811
kuotient/Seagull-Llama-3-8B-orpo-v0.3,-0.14287886
seungduk/KoSOLAR-10.7B-v0.1,-0.14407752
TsinghuaC3I/Llama-3-8B-UltraMedical,-0.1441238
AwanLLM/Meta-Llama-3-8B-Instruct-Dolfin-v0.1,-0.14497769
ibivibiv/aegolius-acadicus-v1-30b,-0.14691956
statking/Meta-Llama-3-8B-Instruct-ORPO-QLoRA,-0.14738981
cloudyu/Mixtral_7Bx2_MoE,-0.14871395
Sao10K/Test-Raw-Solar-v1,-0.15146372
elinas/Llama-3-13B-Instruct,-0.15385187
KnutJaegersberg/Walter-SOLAR-11B,-0.15492904
ChavyvAkvar/llama-3-lumimaid-habib-v3,-0.15509339
andysalerno/cloudymixtral7Bx2-nectar-0.2,-0.15582317
WizardLM/WizardLM-70B-V1.0,-0.15681398
cloudyu/Mixtral_7Bx5_MoE_30B,-0.15997006
TheBloke/Lemur-70B-Chat-v1-GPTQ,-0.16064548
abacusai/Llama-3-Smaug-8B,-0.16109428
cloudyu/Mixtral_7Bx2_MoE_DPO,-0.16539921
upstage/SOLAR-10.7B-v1.0,-0.16559456
ibivibiv/llama-3-8b-instruct-alpaca-gpt-4,-0.16669486
jsk0214/Seagull-llama-3-8B-orpo-v0.4,-0.17172994
jrahn/llama-3-8b-claudstruct-v1,-0.17606957
922-CA/Llama-3-monika-ddlc-8b-v1,-0.17667158
jsk0214/Seagull-llama-3-8B-orpo-v0.5,-0.1773844
cookinai/NeuralLlama-3-ORPO,-0.17946604
rombodawg/Llama-3-8B-Base-Coder-v3.5-10k,-0.17951879
migtissera/Llama-3-8B-Synthia-v3.5,-0.18113767
scb10x/llama-3-typhoon-v1.5-8b,-0.18583803
vicgalle/Configurable-Hermes-2-Pro-Llama-3-8B,-0.18608712
jingyeom/freeze_KoSoLAR-10.7B-v0.2_1.4_dedup,-0.18693653
kuotient/Seagull-Llama-3-8B-orpo-v0.1,-0.18700452
kodonho/Solar-M-SakuraSolar-Mixed,-0.18950845
Locutusque/Llama-3-Orca-2.0-8B,-0.18957424
Locutusque/llama-3-neural-chat-v2.2-8B,-0.19076023
Kukedlc/Smart-LLama-3-8b-Python-v5,-0.19101048
cookinai/Llama-3-SOLAR-v0.1,-0.19384423
cloudyu/Mixtral_13B_Chat,-0.19438456
nbeerbower/llama-3-bophades-v2-8B,-0.19572063
NeuralNovel/Neural-Llama-3,-0.19595037
birgermoell/llama-3-merge-disco-neural-pace,-0.1976516
willyninja30/ARIA-70B-French,-0.1977292
Faradaylab/Aria-70B,-0.20332178
yanolja/KoSOLAR-10.7B-v0.3,-0.20396902
sumo43/SOLAR-10.7B-Instruct-DPO-v1.0,-0.20403554
Gryphe/Tiamat-8b-1.2-Llama-3-DPO,-0.20511349
NousResearch/Hermes-2-Pro-Llama-3-8B,-0.20865144
922-CA/Llama-3-natsuki-ddlc-8b-v1,-0.20997003
yanolja/KoSOLAR-10.7B-v0.2,-0.21061699
Chickaboo/Chicka-Mixtral-3x7b,-0.21331035
Changgil/K2S3-SOLAR-11b-v4.0,-0.2160806
nbeerbower/llama-3-spicy-8B,-0.2175398
OpenBuddy/openbuddy-falcon-180b-v13-preview0,-0.21996772
cookinai/Llama-3-SOLAR-v0.2,-0.22180416
Suduk/Llama-3-8B-Viper-16bit,-0.22261563
Suduk/Llama-3-8B-Viper-16bit-1,-0.2238189
gradientai/Llama-3-8B-Instruct-262k,-0.22686867
refine-ai/Power-Llama-3-13b-Instruct,-0.2276267
ENERGY-DRINK-LOVE/SOLAR_merge2_dpo,-0.2314792
lcw99/llama-3-10b-it-kor-extented-chang-pro8,-0.23299035
FuseAI/OpenChat-3.5-7B-Mixtral,-0.23595907
cstr/phi-3-orpo-v9_16,-0.23596989
jingyeom/KoSoLAR-10.7B-v0.2_1.3_dedup_p,-0.23684697
maywell/PiVoT-SOLAR-10.7B-RP,-0.23799866
FuseAI/OpenChat-3.5-7B-Solar,-0.23818864
lilloukas/Platypus-30B,-0.23924454
refuelai/Llama-3-Refueled,-0.24218923
Weyaxi/HelpSteer-filtered-Solar-Instruct,-0.24527334
LeroyDyer/Mixtral_AI_Cyber_3.1_SFT,-0.24574412
lcw99/llama-3-10b-it-ko-2024-0527,-0.2458719
LeroyDyer/Mixtral_Chat_X_128k,-0.24626993
garage-bAInd/Platypus-30B,-0.24736919
vicgalle/solarized-18B-dpo,-0.24787769
LeroyDyer/Mixtral_AI_Cyber_3.m2,-0.24837328
scb10x/llama-3-typhoon-v1.5-8b-instruct,-0.2510474
MaziyarPanahi/Llama-3-11B-Instruct-v0.1,-0.25273153
TheBloke/WizardLM-70B-V1.0-GPTQ,-0.25508016
Locutusque/llama-3-neural-chat-v1-8b,-0.25582176
yeontaek/llama-2-70B-ensemble-v8,-0.25740117
hjhj3168/Llama-3-8b-ortho-v2,-0.26715848
namespace-Pt/Llama-3-8B-Instruct-80K-QLoRA,-0.26827237
Edgerunners/meta-llama-3-8b-instruct-hf-ortho-baukit-10fail-1000total,-0.27111053
NotAiLOL/Athena-Llama-3-8B-v0.1,-0.27643296
LeroyDyer/Mixtral_AI_128k,-0.27727857
vicgalle/franken-SOLAR-18B-v1.0,-0.2777728
lilloukas/GPlatty-30B,-0.2781586
LeroyDyer/Mixtral_AI_128k_bioMedical,-0.27894554
LeroyDyer/Mixtral_AI_128k_b,-0.28211966
openlynn/Llama-3-Soliloquy-8B-v2,-0.28394878
cloudyu/Mixtral_7Bx4_MOE_24B,-0.28428635
cloudyu/mixtral_7bx4_moe,-0.28721735
kihoonlee/stock-solar-10.7b-v1,-0.28903854
MoaData/Myrrh_solar_10.7b_3.0,-0.29156235
bunnycore/Blackbird-Llama-3-8B,-0.29175454
FairMind/Llama-3-8B-4bit-UltraChat-Ita,-0.29468805
Mollel/Swahili-Alpaca-Llama-3-8b_16bit,-0.29522407
NeuralNovel/Mini-Mixtral-v0.2,-0.29582924
Undi95/Mixtral-4x7B-DPO-RPChat,-0.2963537
LeroyDyer/Mixtral_AI_base_128k,-0.29676753
macadeliccc/laser-dolphin-mixtral-2x7b-dpo,-0.29780337
LeroyDyer/Mixtral_BioMedical,-0.2999244
01-ai/Yi-1.5-6B,-0.30107474
Sao10K/SOLAR-10.7B-NahIdWin,-0.30346996
leejaymin/etri-ones-solar,-0.3038471
LeroyDyer/Mixtral_Instruct,-0.30707616
Joseph717171/SOLAR-19.2B-Instruct-v1.0,-0.31228417
orangetin/OpenHermes-Mixtral-8x7B,-0.3131939
macadeliccc/laser-dolphin-mixtral-4x7b-dpo,-0.31463233
LeroyDyer/Mixtral_AI_Cyber_5.0,-0.31516802
TheBloke/Llama-2-70B-chat-GPTQ,-0.32057616
LeroyDyer/Mixtral_AI_CyberBrain_3_0,-0.3228331
chihoonlee10/T3Q-ko-solar-dpo-v6.0,-0.3249742
PetroGPT/Llama-3-Petro-Instruct-v1,-0.32520524
dddsaty/SOLAR_Merge_Adapter_DPO_Orca,-0.33008868
kimwooglae/AISquare-Instruct-SOLAR-10.7b-v0.5.32,-0.3346364
gradientai/Llama-3-8B-Instruct-Gradient-1048k,-0.3347347
macadeliccc/Opus-Samantha-Llama-3-8B,-0.33584672
hfl/llama-3-chinese-8b,-0.33708948
LeroyDyer/Mixtral_AI_Cyber_MegaMind_3_0,-0.33794108
FelixChao/Llama-3-Petro-Instruct-v1,-0.3387376
jsfs11/MixtureofMerges-MoE-4x7b-v10-mixtralv0.3,-0.3414167
LeroyDyer/Mixtral_AI_Cyber_4.0,-0.34982544
LeroyDyer/Mixtral_AI_CyberTron_Coder,-0.35161445
hfl/llama-3-chinese-8b-instruct,-0.35188442
Cartinoe5930/SOLAR-DUS-implement,-0.3559021
krevas/SOLAR-10.7B,-0.3642929
ajibawa-2023/Uncensored-Frank-Llama-3-8B,-0.37296113
Zardos/A.I.Kant-Test_Llama-3-8B-Instruct_v0.1.0,-0.37456378
Locutusque/Hyperion-3.0-Mixtral-3x7B,-0.37705106
LeroyDyer/Mixtral_AI_CyberTron_DeepMind_III_UFT,-0.38586798
TheSkullery/llama-3-cat-8b-instruct-v1,-0.39159095
msu-rcc-lair/ruadapt_solar_10.7_darulm_unigram_proj_init_twostage_v1,-0.39303878
upstage/llama-30b-instruct-2048,-0.39848045
yunconglong/Mixtral_7Bx2_MoE_13B_DPO,-0.39990428
mobidic/solar-10b-platypus-lora,-0.4015428
LeroyDyer/Mixtral_AI_CyberTron,-0.4044898
AwanLLM/Awanllm-Llama-3-8B-Cumulus-v0.2,-0.40505946
cloudyu/Mixtral_7Bx2_MoE_13B,-0.40524733
LeroyDyer/Mixtral_AI_Cyber_Matrix_2_0,-0.4055756
Isotonic/Hermes-2-Pro-Mixtral-4x7B,-0.4068365
TheSkullery/llama-3-cat-8b-instruct,-0.4069243
ibivibiv/aegolius-acadicus-34b-v3,-0.40888128
ariellee/SuperPlatty-30B,-0.4135403
LeroyDyer/Mixtral_AI_Cyber_3.0,-0.41547582
quantumaikr/QuantumLM-70B-hf,-0.42035612
LeroyDyer/Mixtral_Uncensored,-0.4252448
AwanLLM/Llama-3-8B-Cumulus-v0.1,-0.43001306
Aspik101/llama-30b-instruct-2048-PL-lora,-0.43395898
LeroyDyer/Mixtral_AI_CyberTron_Ultra,-0.44401863
prince-canuma/Llama-3-6B-v0.1,-0.44616884
Aspik101/llama-30b-2048-instruct-PL-lora_unload,-0.44624758
LeroyDyer/Mixtral_ThoughtsProcess_1,-0.4476852
openlynn/Llama-3-Soliloquy-Max-70B-v1,-0.44901705
01-ai/Yi-1.5-6B-Chat,-0.45089933
LeroyDyer/Mixtral_Chat_X,-0.4573358
Secbone/llama-33B-instructed,-0.4619599
Replete-AI/Llama-3-13B,-0.47007596
chlee10/T3Q-platypus-SOLAR-10.7B-v1.0,-0.47178075
jingyeom/KoSoLAR-10.7B-v0.2_1.4_dedup,-0.47634953
gradientai/Llama-3-8B-Instruct-1048k,-0.47806725
rinna/llama-3-youko-8b,-0.48251498
Iker/Llama-3-Neurona-8b,-0.49355727
ChavyvAkvar/llama-3-habib,-0.498483
jondurbin/airoboros-33b-gpt4-1.2,-0.51938623
cognitivecomputations/dolphin-2.9.1-llama-3-8b,-0.5196358
gaodrew/gaodrew-llama-30b-instruct-2048-Open-Platypus-100steps,-0.52408713
LeroyDyer/Mixtral_AI_Cyber_Child,-0.53375
karakuri-ai/karakuri-lm-70b-chat-v0.1,-0.5388025
AIGeekLabs/radiantloom-mixtral-8x7b-fusion,-0.5551047
jondurbin/airoboros-33b-gpt4-1.4,-0.5626576
Henk717/airochronos-33B,-0.5626668
TheBloke/WizardLM-30B-fp16,-0.5661856
Josephgflowers/Phi-3-mini-4k-instruct-Cinder-llamafied-with-16bit-GGUF,-0.5667289
LLMs/WizardLM-30B-V1.0,-0.56913155
lmsys/vicuna-33b-v1.3,-0.5697272
lighteternal/Llama-3-8B-Instruct-MergeSLERP-Gradient1048k-OpenBioLLM,-0.5697546
openaccess-ai-collective/hippogriff-30b-chat,-0.5711784
upstage/llama-30b-instruct,-0.5719497
lighteternal/Llama-3-8B-Instruct-MergeSLERP-Gradient1048kIO-OpenBioLLM,-0.5726952
LeroyDyer/Mixtral_AI_CyberUltron_DPO,-0.5826877
ehartford/WizardLM-33B-V1.0-Uncensored,-0.58596057
altomek/CodeRosa-70B-AB1,-0.5859664
Radiantloom/radiantloom-mixtral-8x7b-fusion-dpo,-0.5881259
ruslanmv/Medical-Mixtral-7B-v2k,-0.58938473
gradientai/Llama-3-8B-Instruct-Gradient-4194k,-0.59076554
kyujinpy/SOLAR-Platypus-10.7B-v1,-0.60127157
camel-ai/CAMEL-33B-Combined-Data,-0.6050468
jondurbin/airoboros-33b-gpt4-1.3,-0.60827935
DenLabs/llama-3-7B-DenBot,-0.6084372
Henk717/chronoboros-33B,-0.60870516
TheBloke/OpenAssistant-SFT-7-Llama-30B-HF,-0.6179032
ehartford/samantha-1.1-llama-33b,-0.6190364
LeroyDyer/Mixtral_AI_Cyber_2.0,-0.61918795
jondurbin/airoboros-33b-gpt4-2.0,-0.6244319
huggyllama/llama-30b,-0.6307293
codellama/CodeLlama-70b-hf,-0.63089687
cognitivecomputations/yayi2-30b-llama,-0.63131064
vicgalle/solarized-13B-dpo,-0.63169676
huggingface/llama-30b,-0.6327254
kyujinpy/SOLAR-Platypus-10.7B-v2,-0.6361076
YeungNLP/firefly-llama-30b,-0.6508061
ehartford/Wizard-Vicuna-30B-Uncensored,-0.6558748
concedo/Vicuzard-30B-Uncensored,-0.65587527
TheBloke/Wizard-Vicuna-30B-Uncensored-fp16,-0.6565652
OpenBuddy/openbuddy-falcon-180b-v12-preview0,-0.6617593
KnutJaegersberg/YaYi-30b-EverythingLM,-0.6629439
OpenBuddyEA/openbuddy-llama-30b-v7.1-bf16,-0.66435724
openaccess-ai-collective/manticore-30b-chat-pyg-alpha,-0.66439384
ryan0712/llama-3-8b-slow-DUS-method-1,-0.66503984
tiiuae/falcon-11B,-0.6725021
MetaIX/GPT4-X-Alpasta-30b,-0.67416483
Aspik101/Vicuzard-30B-Uncensored-instruct-PL-lora_unload,-0.6758812
Aeala/GPT4-x-AlpacaDente2-30b,-0.6778352
andrijdavid/Meta-Llama-3-13B-Instruct,-0.68309987
ehartford/based-30b,-0.6834686
Yhyu13/oasst-rlhf-2-llama-30b-7k-steps-hf,-0.684795
jondurbin/airoboros-33b-2.1,-0.6850835
ajibawa-2023/Uncensored-Frank-33B,-0.68725276
Sao10K/Zephyrus-L1-33B,-0.6875504
dsvv-cair/alpaca-cleaned-llama-30b-bf16,-0.6877794
TehVenom/oasst-sft-6-llama-33b-xor-MERGED-16bit,-0.6908426
jondurbin/airoboros-33b-gpt4-m2.0,-0.69134694
minlik/chinese-alpaca-33b-merged,-0.69383746
LeroyDyer/Mixtral_AI_SwahiliTron_7b,-0.6952789
CallComply/SOLAR-10.7B-Instruct-v1.0-128k,-0.7065267
FelixChao/vicuna-33b-coder,-0.71241784
cloudyu/Mixtral_13Bx2_MOE_22B,-0.7147727
ehartford/WizardLM-30B-Uncensored,-0.7175875
LeroyDyer/Mixtral_AI_LCARS_,-0.71993613
tiiuae/falcon-40b,-0.7396176
TheBloke/Wizard-Vicuna-30B-Uncensored-GPTQ,-0.7479416
CalderaAI/30B-Epsilon,-0.7564279
ausboss/llama-30b-supercot,-0.7583873
Aeala/GPT4-x-AlpacaDente-30b,-0.7592462
CalderaAI/30B-Lazarus,-0.7661599
KeyonZeng/lion-gemma-2b,-0.770257
openlynn/Llama-3-Soliloquy-8B,-0.7930765
elinas/chronos-33b,-0.7950421
DBCMLAB/Llama-3-instruction-constructionsafety-layertuning,-0.7969797
codellama/CodeLlama-70b-Instruct-hf,-0.80119634
OpenBuddy/openbuddy-falcon-40b-v16.1-4k,-0.8016661
uukuguy/speechless-codellama-34b-v1.9,-0.8127648
codellama/CodeLlama-70b-Python-hf,-0.8149852
jukofyork/Eurus-70b-nca-fixed,-0.82117486
jingyeom/SOLAR_KO_1.3_deup,-0.825066
failspy/Llama-3-8B-Instruct-abliterated,-0.82863814
ValiantLabs/Esper-70b,-0.8288106
OpenBuddy/openbuddy-codellama2-34b-v11.1-bf16,-0.8362305
vicgalle/SOLAR-13B-Instruct-v1.0,-0.84336394
uukuguy/speechless-codellama-34b-v2.0,-0.84582806
jukofyork/Eurus-70b-sft-fixed,-0.84744006
Monero/WizardLM-Uncensored-SuperCOT-StoryTelling-30b,-0.849318
LeroyDyer/Mixtral_AI_CyberBrain_Coder,-0.8527939
TheBloke/robin-33B-v2-fp16,-0.85477495
MayaPH/GodziLLa-30B,-0.85919
ajibawa-2023/Python-Code-33B,-0.8617085
Monero/WizardLM-30B-Uncensored-Guanaco-SuperCOT-30b,-0.8618732
deepseek-ai/deepseek-math-7b-base,-0.86646557
deepseek-ai/deepseek-math-7b-rl,-0.876023
ehartford/dolphin-2.2-yi-34b-200k,-0.8769187
codellama/CodeLlama-34b-Instruct-hf,-0.87744516
cognitivecomputations/dolphin-2.2-yi-34b-200k,-0.881585
codellama/CodeLlama-34b-hf,-0.8902582
oobabooga/CodeBooga-34B-v0.1,-0.8912959
ehartford/WizardLM-1.0-Uncensored-CodeLlama-34b,-0.8943697
deepseek-ai/deepseek-math-7b-instruct,-0.89789766
OpenBuddy/openbuddy-deepseek-10b-v17.1-4k,-0.90151435
defog/sqlcoder-34b-alpha,-0.9020387
timdettmers/guanaco-33b-merged,-0.905514
chlee10/T3Q-Platypus-SOLAR,-0.9124632
dddsaty/Open_Ko_SOLAR_DPO_Merge_v0.1,-0.91817945
uukuguy/speechless-codellama-dolphin-orca-platypus-34b,-0.9237269
migtissera/Synthia-34B-v1.2,-0.92759967
ehartford/Samantha-1.11-CodeLlama-34b,-0.9306358
AwanLLM/Awanllm-Llama-3-8B-Instruct-DPO-v0.2,-0.9362043
ajibawa-2023/SlimOrca-Llama-3-8B,-0.9365765
deepseek-ai/deepseek-llm-7b-chat,-0.9614936
DrNicefellow/Mixtral-6x7B-Instruct-v0.1-bfloat16-Trimmed024567,-0.9624513
mosaicml/mpt-30b-chat,-1.0022504
ryan0712/llama-3-8b-DUS-initialized,-1.0084214
kimwooglae/AISquare-Instruct-SOLAR-10.7b-v0.5.31,-1.0279986
LeroyDyer/Mixtral_AI_MasterTron,-1.0435241
deepseek-ai/deepseek-coder-7b-instruct-v1.5,-1.0492043
TeeZee/Bielik-SOLAR-LIKE-10.7B-Instruct-v0.1,-1.0700817
mosaicml/mpt-30b-instruct,-1.071746
AwanLLM/Awanllm-Llama-3-8B-Dolfin-v0.3-DPO,-1.0728972
LeroyDyer/Mixtral_AI_CyberCoder,-1.0758893
Xwin-LM/XwinCoder-34B,-1.0802479
ajibawa-2023/Code-Llama-3-8B,-1.0845516
budecosystem/code-millenials-34b,-1.087217
WizardLM/WizardCoder-Python-34B-V1.0,-1.094609
codellama/CodeLlama-34b-Python-hf,-1.0987167
mosaicml/mpt-30b,-1.102033
ValiantLabs/Fireplace-34b,-1.1650169
deepseek-ai/deepseek-moe-16b-base,-1.1678666
llm-agents/tora-code-34b-v1.0,-1.1836851
facebook/galactica-30b,-1.1919097
pansophic/gemma-2b-sft-preview,-1.2012993
Columbia-NLP/gemma-2b-zephyr-dpo,-1.2718555
Columbia-NLP/gemma-2b-zephyr-sft,-1.2739977
VAGOsolutions/SauerkrautLM-Gemma-2b,-1.2862816
KnutJaegersberg/Galpaca-30b-MiniOrca,-1.2891082
rombodawg/Everyone-Coder-33b-Base,-1.2926617
arvindanand/ValidateAI-3-33B-Ties,-1.2943096
arvindanand/ValidateAI-2-33B-AT,-1.3031914
OpenBuddy/openbuddy-deepseekcoder-33b-v16.1-32k,-1.3068808
google/gemma-2b,-1.3149917
Undi95/Mixtral-8x7B-MoE-RP-Story,-1.3172978
facebook/opt-iml-max-30b,-1.3264923
google/recurrentgemma-2b-it,-1.3306891
wandb/gemma-2b-zephyr-sft,-1.3423382
wandb/gemma-2b-zephyr-dpo,-1.3460977
GeorgiaTechResearchInstitute/galpaca-30b,-1.3566753
arvindanand/ValidateAI-33B-slerp,-1.3600873
Zardos/A.I.Kant-Test_Llama-3-8B-Instruct_v0.1.1,-1.3631957
glenn2/gemma-2b-lora3,-1.3762281
Menouar/gemma-2b-chat,-1.3771408
abhinand/gemma-2b-it-tamil-v0.1-alpha,-1.3777574
Pierre-obi/Mistral_solar-slerp,-1.3846813
TheBloke/CodeLlama-34B-Instruct-fp16,-1.3864344
ehartford/CodeLlama-34b-Instruct-hf,-1.3879054
Menouar/gemma-2b-chat-ultra,-1.3894186
glenn2/gemma-2b-lora16b2,-1.3927935
WhiteRabbitNeo/WhiteRabbitNeo-33B-v1,-1.395428
anakin87/gemma-2b-orpo,-1.4000366
Telugu-LLM-Labs/Indic-gemma-2b-finetuned-sft-Navarasa-2.0,-1.4066403
abhinand/gemma-2b-tamil,-1.421978
arvindanand/Deepseek-Wizard-33B-slerp,-1.432335
chargoddard/llama-2-34b-uncode,-1.4330459
deepseek-ai/deepseek-coder-6.7b-instruct,-1.4353392
azarafrooz/gemma-2b-it-sp-test,-1.4442838
StarFox7/gemma-2b-dpo-v1,-1.4442888
abideen/gemma-2b-openhermes,-1.4453595
azarafrooz/gemma-2b-it-nlai-p1,-1.445541
azarafrooz/gemma-2b-it-nlai-v0,-1.4469366
azarafrooz/gemma-2b-nlaf-v0,-1.4487256
Changgil/K2S3-SOLAR-11b-v2.0,-1.4498214
azarafrooz/gemma-2b-it-sp-test1,-1.4508466
Syed-Hasan-8503/openhermes-gemma-2b-it,-1.4518799
azarafrooz/gemma-2b-it-sp-test-openherms-step500,-1.4521822
vicgalle/OpenHermes-Gemma-2B,-1.4531044
MAISAAI/gemma-2b-coder,-1.4536988
google/gemma-2b-it,-1.454121
kreimben/CodeMind-gemma-2b,-1.4601991
deepseek-ai/deepseek-coder-6.7b-base,-1.462053
AIGym/deepseek-coder-6.7b-chat-and-function-calling,-1.4637135
AIGym/deepseek-coder-6.7b-chat,-1.4638921
unit-mesh/autodev-deepseek-6.7b-finetunes-poc,-1.4656969
NousResearch/CodeLlama-34b-hf,-1.4676213
jylee420/gemma-2b-data-std,-1.4869406
lemon-mint/gemma-2b-translation-v0.103,-1.4938407
TheBloke/CodeLlama-34B-Python-fp16,-1.5376965
ehartford/CodeLlama-34b-Python-hf,-1.5429958
bharadwajswarna/gemma-2b-sft-telugu,-1.5532147
google/recurrentgemma-2b,-1.5535153
Tensoic/Gemma-2B-Samvaad,-1.5815625
TheBloke/Poro-34B-GPTQ,-1.588387
jisukim8873/falcon-7B-case-3,-1.6056645
aloobun/Cypher-Mixtral-2x1.8B-v0.1,-1.6096512
aloobun/Cypher-Laser-Mixtral-2x1.8B-v0.1,-1.6098974
jisukim8873/falcon-7B-case-5,-1.614284
ryan0712/llama-3-8b-slow-DUS-random-method2,-1.620637
Phind/Phind-CodeLlama-34B-v1,-1.6290082
jisukim8873/falcon-7B-case-8,-1.631735
souvik0306/falcon_7b_3epoch_norobots,-1.6405312
jisukim8873/falcon-7B-case-c,-1.6451288
deepseek-ai/deepseek-coder-1.3b-instruct,-1.6506295
jisukim8873/falcon-7B-case-0,-1.6506637
jisukim8873/falcon-7B-case-4,-1.6547085
Changgil/K2S3-SOLAR-11b-v1.0,-1.6561067
jisukim8873/falcon-7B-case-1,-1.6575845
tyson0420/mixtral_stack_llama,-1.6592113
gemmathon/gemma-2b-ko-dev-pbmt192,-1.6646792
