a_3pl,b_3pl
2.0729907,-1.7769318
2.6901896,2.6786036
1.0810659,-2.269109
3.280422,-2.0871654
2.788846,2.0549855
0.11718815,2.207867
2.0944307,-0.07278239
0.551398,-1.1443808
2.1035726,-2.1358426
2.6307852,1.90518
2.3444684,-1.8085239
2.7986956,3.4783967
3.3967123,-0.31609938
1.7324986,-3.9569194
3.5122242,-2.2252533
1.2740228,-0.84958345
4.5995317,0.2653745
2.4102848,0.5616433
2.352448,-0.96849203
1.8405392,-4.8515997
2.5720234,3.4112375
3.492149,-1.992205
3.5211163,-0.014087075
2.5491834,-0.12720416
4.212784,1.3231522
2.231226,-1.3601255
2.8057234,-0.5337661
3.730173,-1.796496
2.161654,2.1688807
1.2435305,-1.6978053
0.7823338,-1.664116
1.7217206,-2.4895098
2.7246964,3.3913622
2.7638707,-1.8123161
4.221134,-0.030554188
2.5709722,3.3633702
2.9805813,1.0617952
3.5306487,-2.0442135
2.4948618,3.4163156
3.6175904,-0.99503285
3.7613802,1.1964769
0.69374865,3.149395
2.5716128,0.21897352
2.7233315,3.4217756
0.9993392,-2.3169317
4.4389486,0.8455929
2.6054,-2.4663703
2.5352468,-0.7984144
1.166749,-0.8211195
2.0952585,2.241524
2.5271287,3.135933
3.621792,0.42077202
2.4058921,-1.6858425
2.4989026,1.2101852
2.8028321,-0.13106944
1.1230072,-2.1569023
0.2529307,4.178964
0.62259257,-0.68402594
0.82449555,-2.2670076
0.26568398,3.581174
2.7695274,3.3469765
3.7343736,1.3278095
2.6046786,1.8931603
1.3147937,-0.39216343
2.6333318,3.3518758
2.5754335,-3.3583753
0.50875914,-0.5361376
1.5657047,0.38663587
4.719116,0.78489363
2.8085752,3.3545449
2.1612105,-3.522587
2.071728,-0.35868913
3.2213838,-0.98143595
1.1249094,-1.1816503
2.102164,0.6467923
3.2390661,-1.8257083
2.7329235,-2.5856998
2.2866888,-1.7084459
1.1684245,-0.14088689
2.664639,3.411736
3.949118,-1.9983959
4.787906,0.4402509
1.0999782,-2.5567334
1.6166416,-2.239666
1.5672739,-2.3756518
3.3226027,-1.5758413
1.7825408,0.32619375
1.6409857,1.518639
3.4295442,1.4469675
2.1972196,-1.8529553
2.0469732,-2.0459194
1.5271673,-2.5337257
0.41531518,2.7418203
0.4161372,-0.011974659
1.656812,-0.84282744
0.69408774,0.48457107
2.5265403,-2.9082227
0.3731927,3.2484093
1.9503671,-0.5576345
4.7629685,0.05475577
5.0370603,0.445127
1.8500277,-1.0740879
3.7659385,0.745832
2.073818,-2.79703
1.1953635,-0.76606476
1.825289,-0.6838429
4.2540855,0.47630408
3.0562274,-0.927481
5.0046163,0.620575
1.3721526,-1.1613119
2.4691236,3.3531
1.7299342,-2.7764406
2.3588662,-1.391498
0.123766705,-0.098759584
0.5122626,2.4854696
1.2144316,1.200276
0.16690126,2.3971577
2.6642163,-0.32720357
1.7223055,-2.0016236
3.6725037,0.5531086
5.4950047,0.08486312
1.7254862,1.7229073
0.8775054,0.37457973
1.3322488,1.3580942
4.2156153,1.1630181
1.446989,-2.5339556
2.587875,3.2186809
2.7637477,1.51928
1.2099723,-1.2260547
2.7432237,3.4511998
5.1786795,0.6829673
3.3598506,0.18699127
4.4669695,0.9071384
2.1305861,-0.6475162
0.8080505,-2.8112543
1.2312182,-0.60919285
0.8424202,0.68846315
1.0989207,0.70581293
0.6822852,-2.964399
1.0447943,-1.3094901
0.4976172,-1.1008673
0.81183636,-0.016835593
1.1983024,-1.8300289
1.8944986,-2.7604697
5.480213,0.62115765
0.86258507,-2.905403
0.7663425,-1.5332769
1.3806123,-0.5717487
2.988999,1.4240812
0.36228174,0.8530668
3.2844074,-1.8892741
0.81362045,-0.56810874
0.39410308,0.88884336
5.8745804,0.9059728
1.708523,-3.100474
0.97399324,-3.510018
3.5728202,0.200616
0.24611507,-1.6026815
2.3600857,3.043096
5.342439,-0.21203354
2.5862637,3.3963711
1.3278258,-3.2038658
0.50435513,-1.5532877
3.0620627,-3.0639129
1.2211986,-0.7430475
3.8833776,0.19983694
1.5245559,-1.7923877
0.28246215,2.5128763
2.6898623,3.3305151
0.0920914,-0.51963156
1.7521615,-2.4949706
1.7694845,-0.9724878
1.603523,-2.6457481
3.4207807,-2.0901828
1.0286434,-0.3467895
2.4232378,-3.1900103
1.4146425,-2.795573
2.679846,3.450319
1.9258524,0.079512194
0.8526125,0.45696852
1.1069375,-1.370528
2.6428802,3.1568017
1.686633,-2.7569463
0.3896374,-0.26859123
2.571218,3.3803606
1.6060474,1.7514609
3.233187,1.0629425
4.300494,0.8064013
0.34595376,-0.8512873
2.7724378,3.4069033
2.0424914,-0.787679
3.689372,-1.1335078
3.1669881,1.498817
1.426436,-2.9560173
0.5736176,-0.83753014
0.8170667,-4.296257
1.0509902,-2.0413835
2.5449944,3.3304243
0.29274404,2.5432975
2.3574257,-2.306952
2.040509,-1.2814646
1.5374534,-2.587297
0.7579456,-2.9292507
0.4663366,0.49410972
0.74224555,1.7529871
2.4105296,3.3105602
2.3634734,-2.8976812
0.9609963,-2.0416844
0.790892,-2.6720142
1.8479676,-2.9853868
4.232612,0.93185294
2.3633676,1.9391893
1.1093343,0.6547759
1.1743473,-1.2938892
0.6791513,-3.548313
1.0528834,-0.7357682
3.5905294,-0.38591954
1.8223522,-2.1515875
1.813576,-2.033072
1.8174942,-2.5653703
1.1122797,-1.5071226
2.5944426,3.3527741
1.8019607,-2.5278625
2.7093465,3.4100833
2.9228394,-1.0334775
2.0907164,-1.8250781
4.2084045,1.2582992
0.19081554,0.99346715
2.699435,3.1872098
1.4332337,-3.7531583
1.8417757,-2.3101983
1.9732411,1.6012671
2.4231558,-1.3130039
0.33432323,3.5558338
1.3679456,-3.486028
5.3606424,0.6409056
1.5331639,0.4497895
1.3531022,-4.2164946
2.0594516,1.8846296
1.4696468,-4.4425254
0.83776844,-3.4702926
0.6662072,-2.4021459
3.0900707,-0.98848176
3.4984865,1.0658493
0.15545318,-1.0157821
0.5346974,-2.4150097
0.7841834,3.2977579
1.9024752,1.5020843
1.2369751,-2.466716
0.5106618,-0.3389075
1.3613666,-2.53429
0.50005245,-0.81238174
3.9085999,0.36615625
2.3167584,2.7343042
1.3959451,-0.85310817
2.5129418,3.414522
2.7932065,3.334785
2.5191267,-0.05354572
1.7482404,-3.0811806
3.2429862,1.1409174
3.1325216,1.4194949
1.2434769,-1.4572829
2.674293,3.2795515
4.8147235,1.0617551
2.1456025,0.34310764
0.9619995,1.9447492
1.9507865,1.0432775
1.712503,-0.4761946
0.28475332,0.5793248
2.414805,0.53737634
1.4346652,1.2822056
2.8382473,-0.5532388
3.8173423,0.21305142
0.18420376,1.5587949
2.4538934,3.2517414
2.175517,0.1838689
5.0170026,0.6320619
2.6669483,3.3864725
1.355958,0.2368674
0.68946266,2.5924296
1.7682831,-2.0465786
5.595883,0.6284778
2.6346853,3.336975
0.47491553,2.2693105
2.1991854,0.75330335
1.5785874,-1.6130924
0.9463383,-1.2357477
5.5228004,0.8061314
2.5392222,3.2617621
2.3072345,1.223635
3.9725194,1.8930607
1.3819635,-3.8964736
0.95005435,-3.1317341
2.9693449,3.078911
4.1434784,1.4543376
2.6442149,3.3072236
0.24878268,3.8463945
1.5359838,1.6080014
1.0196478,-2.9310217
0.251395,-0.6159258
2.7125335,-1.3980938
3.2657933,1.0539359
2.5520973,3.4407423
0.64912474,-2.7971356
3.2092743,1.776886
0.34453738,-2.267259
2.053578,3.0455284
2.4996362,3.2031953
2.96512,1.1366134
1.6588228,0.96357673
1.8698995,3.0551355
4.3628945,1.0764856
3.197702,-1.444067
1.5277331,2.1452699
2.1939652,2.9263573
1.7414198,1.295835
1.3220836,-4.344879
2.1511378,-1.5847731
0.91431826,1.5418028
2.6649354,2.762863
1.3524582,-4.1048646
5.1014223,0.9522106
1.4907091,1.1289291
5.792458,0.124854565
1.2460616,-2.9708118
1.1224381,-1.0363796
2.509391,3.2799277
2.6775346,3.4269345
1.2963876,0.29543224
2.795172,2.6304276
2.730958,1.3552471
3.6676447,0.86509496
1.5622774,0.6207311
0.3117906,2.6043806
3.7354186,1.629103
1.9829386,0.49741346
1.1501449,-2.2095416
0.9757378,-1.2970866
3.2204852,1.8511183
2.0492089,0.7792547
0.7609417,-0.4501605
3.5119548,1.3939651
0.57577467,-3.0914776
4.7345138,1.1813205
0.80777055,-3.1601856
6.227512,0.8470845
2.2375486,3.2385159
2.3993208,-2.152652
4.227882,1.2016628
1.8491135,0.49485496
4.45537,0.9176725
3.509411,1.4015735
4.792614,1.0113993
2.1742678,-0.86488175
4.75889,1.094749
0.8159015,0.698943
0.07601811,0.24143033
4.1789007,1.1940764
2.6252363,3.2321482
0.6246661,0.79972374
1.777331,-1.9211717
2.196836,2.2819583
0.86388576,-0.60699207
2.5310392,3.347101
2.5357168,3.122274
1.9143068,-0.35569054
1.8069538,-1.28504
2.7278304,3.3226266
3.9492488,1.2111208
1.9906802,0.2143948
4.5819454,0.577224
2.5591965,3.3696012
2.5459256,-2.2782981
0.733806,-0.03613396
0.4543547,0.096536614
4.432784,0.8224891
0.35868314,0.18005125
5.8947277,0.92890155
4.5951715,1.3330722
0.45671976,-1.0541443
4.8467216,0.852938
2.0105364,2.8352532
0.3868545,3.0144303
2.3647037,-0.12737715
2.8265665,3.1666582
0.4822656,-3.2864106
1.2413938,-2.123483
5.398863,0.96624964
2.4279323,1.6327187
1.5313473,-1.5263071
0.71335614,0.24648117
3.573253,1.444244
2.7557669,2.9444318
4.4334865,1.2786424
4.845799,1.1996248
1.6386242,-3.1242273
0.39149046,0.98895156
3.5052257,1.5801922
2.4271495,2.9211607
3.6870947,-1.1030039
3.6432135,1.5076168
4.24985,1.3280766
3.7651243,0.5395934
3.639644,0.89002484
2.0697196,3.009634
5.0449185,0.52193797
1.2466317,-3.349891
0.71792173,-2.7042377
0.39163762,-0.7470221
4.5178256,1.3941643
2.513249,-1.0148777
1.3163773,1.1490494
1.6419427,-2.4225314
2.1023932,-1.7806228
0.49895233,1.891886
0.562673,2.5421062
3.1518776,-1.7866704
3.7007713,1.272031
2.3769152,2.9494197
0.9728132,1.8829505
0.29770184,2.6058059
1.6501937,0.19988646
0.70072025,-1.6441532
1.9309521,0.19084533
3.3301682,-2.1335683
3.7300673,1.462324
3.9640412,1.4787203
0.77061903,0.056843918
2.073356,-1.7281727
0.28277284,4.6024637
2.3823426,2.9202018
0.26453617,0.63477015
0.41323024,-0.5822725
1.707826,-1.3240523
2.4787621,-1.290513
1.205183,-0.26318243
1.5472403,2.4472704
2.2152991,1.9019094
2.186896,-1.4924264
2.7150755,1.225351
3.7602656,0.5540847
2.2565444,3.0737886
0.03064286,0.23082678
1.3781463,0.7984429
0.5795393,2.029715
4.545493,1.1695104
2.2784445,0.90546626
3.3945224,0.9848309
3.3978739,2.0644329
2.706616,1.8585474
1.6394407,-0.47898525
1.1310382,-2.0804675
0.6326903,-2.0849917
4.949992,1.2790226
1.4426196,-0.5684211
2.6558027,-0.29501566
4.2475586,1.2839465
3.0564604,0.8348716
3.842993,-0.68370914
0.877856,0.6872276
2.2073102,-2.0200555
3.414115,1.7601535
2.1543803,1.2761178
1.7902055,1.1860152
0.41181716,0.43120432
1.2659957,-1.6512634
2.769478,-1.6689799
1.7975544,0.44982293
5.5686846,0.8537197
2.2315652,0.7431335
0.7412444,0.08058533
3.0178216,1.4905164
2.3729398,0.36479512
1.6703348,1.5999943
1.7476497,1.3650109
2.2394538,0.34588242
0.21313724,2.8199437
0.7563558,2.94546
3.015728,0.30428714
5.598906,0.80459255
2.035991,2.0744686
1.5617509,-3.1616447
2.1394577,-0.05361662
2.526229,3.0876162
2.3511696,2.85486
2.0428772,2.0370512
1.0682911,-4.0166154
5.48155,0.90965426
1.4149578,-0.6485973
2.4153838,1.2417443
3.2972512,0.50632465
0.69143224,0.647392
2.4381278,1.7971545
2.891685,3.075509
3.3436625,-0.15341406
2.6468382,2.1111913
2.5774312,3.3437707
2.973215,1.4762889
3.9792662,0.94996107
1.294728,1.8819764
0.22140405,-0.53068346
2.7873979,2.6428852
2.6770177,3.1974099
3.428456,-0.022775382
1.9328805,1.1034049
1.3100839,-0.7613809
3.4249306,1.0761621
2.4300404,0.5461643
0.24801782,0.62647533
1.3649559,2.5632188
1.1894009,-0.35090166
1.9343306,2.4776003
1.0797952,-1.0947167
5.3685718,0.9140676
0.22771427,-0.35380742
0.42218137,-3.593213
4.111648,1.00244
2.9714963,2.847252
0.4598718,-2.9249265
0.7848496,-2.2790198
1.8784328,-1.8783212
1.0361696,1.7355541
0.47159952,2.9981487
0.951437,0.29097554
4.881159,1.1200054
2.3882987,0.75311595
0.94784445,1.5926943
2.6835032,1.2372142
3.161561,1.2272375
2.618641,3.3869696
0.9916248,0.62877023
1.932782,3.1612415
2.3924835,-0.46539924
0.7234255,-1.9778881
1.0498357,0.18285722
2.9727821,1.3640617
0.73792624,3.2775726
1.4669704,-2.0476158
0.7190974,-1.2118801
2.4806588,3.2107246
2.9150577,0.86931944
0.81799984,-2.8219614
0.9533809,-0.7043216
0.7310759,1.3742207
2.0664375,-1.0027883
0.4511678,-0.07723054
0.31460434,3.0363734
2.835207,3.0550313
2.6657062,-0.0316493
1.5748632,0.11753658
0.7754884,-1.8071876
2.547228,3.1792295
2.495197,3.3184721
0.28928044,-2.9940999
3.7967472,0.82234204
0.91122764,-3.926482
1.29056,-0.29406518
1.2141579,2.8547852
3.0569282,0.82153195
2.516848,-0.6280339
0.88228446,-1.4836181
2.390844,0.40686595
3.054532,0.36253086
3.5173137,0.5312948
4.368119,0.6597043
2.6663795,1.2858876
1.7842461,0.46705452
4.98757,1.1888993
1.8476272,-1.0190698
0.44351918,3.041383
3.6261659,0.28732902
2.8452835,0.7413213
4.3758698,0.8381444
3.6596375,1.3077831
2.3338938,2.2240202
1.5828269,0.18746215
1.7776725,0.2719176
0.40289623,0.8557155
3.6783886,1.0600946
3.5273988,-0.21734148
4.247298,0.76941097
1.0484006,1.953234
0.22092167,4.028931
2.679577,0.6425751
2.5847917,-1.711232
1.5755769,-1.0832667
0.23544289,-1.5485439
0.8010049,0.9580722
2.2788289,-2.169867
3.6243947,1.0714825
2.6208558,3.346495
0.8425567,-0.05570452
2.5604222,3.3117018
3.1053305,0.7957063
2.106381,0.21466303
2.6183872,0.08590674
0.63715136,3.6201336
2.5686843,0.18355037
2.4146874,-1.8083715
0.45656824,-0.60673904
2.162826,-3.0263658
2.464435,3.3942258
2.384582,2.9972816
1.0728071,2.2713451
3.5968904,0.040179867
2.6504993,3.1086285
2.8871422,3.0719297
0.37735352,-1.6065999
3.3762789,0.6582564
1.9104319,0.1446488
0.8584939,-4.227418
3.3208027,1.5596157
2.1938117,2.7278268
0.13007604,3.1881099
4.995145,1.3593628
1.4384155,1.398082
3.1875513,1.447853
0.8834387,0.85389537
3.3881211,-0.12668948
0.6650826,-3.2429314
2.3510132,-2.259929
0.8651794,-0.5649684
4.6709814,1.1509911
0.5451653,1.6230311
1.7376555,1.8525286
1.6137406,0.33923832
5.6795774,0.60444397
4.362,1.2934397
0.41597247,3.5020022
3.247611,-2.0250082
0.8027397,-1.6366978
2.1973612,-2.2439682
2.0999339,0.5233411
3.5665069,1.3540435
4.042489,0.46537757
2.7960901,3.4524765
4.225321,0.7559309
2.3246655,0.93265826
4.575678,1.527638
0.14967383,1.737073
0.9451461,-2.2975261
1.4118987,-3.5440583
2.510025,3.066294
3.2778358,-3.5191107
3.9671433,-1.6350492
0.5496238,-1.5946133
0.3510738,-0.37908727
2.2387762,-2.2265053
1.3298389,-2.098645
1.2084072,-3.636184
1.6830075,0.2780467
2.6741383,-2.7032056
3.4157906,-1.0153514
1.0565531,-2.796891
2.4328022,0.66186464
2.186888,-2.6906457
2.1104856,-2.0543857
2.7479048,3.242757
3.4999697,-1.6445384
2.2633955,-1.6253337
2.9009519,-3.440331
2.68609,-1.7996625
2.0317147,-2.5292907
4.3761516,0.7425937
3.2915087,-2.6728268
4.1389585,-0.88697875
1.2079164,-2.075767
2.1181557,-2.0176759
3.9055877,1.2300757
1.2431066,-3.3102052
2.6200767,-2.8661761
5.0083213,0.83234555
2.864828,-2.3409855
0.6005505,2.5121698
2.7061214,-2.549499
0.6153722,1.5464988
1.514743,-0.41934547
0.36257207,4.2719784
2.8106766,-3.309607
1.7407303,-0.5141188
1.2248524,-0.45852157
1.0903702,-3.1361582
2.365799,-2.8487146
2.0709708,1.1766385
2.1842644,-2.5931926
1.8055077,-0.30823243
2.8410115,-2.3418014
5.187977,0.9108135
1.2730867,-3.2893589
3.124711,-1.982064
2.6891134,3.3892334
3.0963757,-3.3384032
2.6874182,3.164514
1.829229,-2.1983078
4.2465043,0.6785165
4.098011,-0.6706299
4.301831,-2.1126673
2.6615202,3.3083913
3.3060095,-1.6660913
2.018608,-1.6488457
0.86992764,2.1204352
4.263707,-0.16649978
1.8106037,0.33114704
2.628517,-0.8664727
2.6977928,3.40494
0.68785304,-1.7075256
4.38096,1.323657
4.1216598,-1.4849956
5.7710495,0.22316548
1.9399662,-2.7783372
1.7668256,-2.4626868
2.4820886,-2.2935426
1.0169296,-2.0388362
4.4189563,-1.0349703
0.34918845,-0.9565523
3.0322757,-2.5255146
2.0657232,-0.8274404
0.99015766,0.10225176
0.26725143,-1.9067485
2.6295476,-1.6913326
3.0732467,-1.9737777
1.7257632,-1.6633795
1.438369,-2.4840927
6.317607,0.11793425
2.1396873,0.7176901
3.002781,-1.974346
0.22144204,2.1813185
2.4990284,-1.9378719
3.1986704,-1.4517685
2.127682,-2.4652393
0.9041607,-3.1990998
1.1002735,-0.34110346
3.4705145,-1.627722
2.4861352,-1.8738827
0.7952553,3.364939
2.5908434,-2.2023997
1.766496,-0.60740453
2.4098907,-2.1782675
3.4387703,-1.2080326
4.5582614,0.43654644
2.7897134,-3.2458785
4.106868,1.5292003
2.9951544,-2.0408647
0.99600595,-1.5712043
0.6501254,-2.125913
2.6881137,0.07533555
1.5019201,-2.12845
1.6586987,-1.2424157
3.2851603,-1.3538873
3.2321627,1.5586206
0.7584352,-2.5750227
3.028176,1.3263255
0.25213063,-0.36576602
2.3519263,-0.578121
4.0180774,-2.1556714
2.6803958,3.4268963
0.5798334,0.08911609
1.848732,-2.5796218
3.7678995,-0.92040616
0.9303372,-1.0236111
1.0059043,-1.1321564
1.4327383,-3.089851
1.3126384,-3.1566145
2.321249,-1.4622254
3.1229076,0.8607999
2.3898787,-1.5802789
3.1575987,-1.4890773
1.413372,-3.7722032
1.3585304,-2.135569
1.0839407,-2.8933213
2.3570244,-1.7646236
2.6289933,-2.2316387
3.6875606,-1.253691
1.1649458,-1.3764272
1.3189428,-1.0616333
0.32147655,1.2105544
3.241724,-1.1892135
0.81523716,-2.3378708
1.8371338,-1.2308916
3.1703227,-1.6828471
1.8010944,-1.0476979
2.39072,-1.8300742
2.0588338,-2.7758863
0.5969954,2.5378385
5.7913203,0.5042626
1.7368991,-2.371455
1.828731,-0.11928594
3.5717347,0.13700816
2.1385937,-2.1314733
2.802195,-2.5174363
1.4294355,-0.49644732
2.0584512,-2.6928973
1.0940243,-1.2961353
1.8312265,-0.13441382
1.2091641,3.0665817
1.2039812,-1.772428
2.4049134,-2.1268315
2.203723,-0.7813379
3.4491467,-2.1429443
2.1455202,-2.079786
2.9767766,-1.6520555
3.492226,-2.0562596
1.4142082,-1.959075
2.1327984,-2.4540198
3.084487,-2.1474338
2.091726,-2.7025657
2.7211788,3.2225804
2.4886146,-1.660026
2.3070683,0.29523748
2.8534966,-1.7312647
1.0815302,-1.196077
1.1962802,-1.9974521
0.6500923,-1.2258551
1.322842,-1.4763646
1.5630908,-2.4819732
0.99060833,0.1787976
2.3523946,-1.9961323
2.3585787,-3.0667233
1.5408089,-3.3525238
2.9545918,-1.5329937
1.5100635,-3.393013
1.2174424,-1.2231342
1.0891242,-4.171549
2.2910016,-2.9671118
3.7041628,-1.4982406
2.1323204,1.4001166
3.1298368,-1.5994501
5.251319,0.36215886
3.188072,-2.261679
1.9162222,-2.4811985
1.5649476,-0.23556559
3.1100051,-1.5862204
1.8315582,1.3546543
1.9433055,-1.4854282
0.92627454,-2.66187
2.499807,-1.9277076
1.127946,-2.050677
2.2295563,-2.1248567
0.17011482,0.4714518
1.4853892,-3.3055542
1.5671024,-3.2538507
2.442237,-2.8089929
1.271795,-1.3631028
3.008048,-2.8189857
3.201088,-0.761337
2.7916064,-2.4242258
0.33280066,3.0414636
1.9819279,0.07931284
0.23569861,1.0894548
2.7853563,-1.2115893
1.2395042,-0.66758907
3.1676092,-0.1605079
0.68557596,-0.789216
1.60572,-2.2796037
2.6669679,-3.2207704
2.6277776,-1.8445067
2.3151097,0.37517112
0.7667726,-3.0012813
1.7403599,-1.171988
2.9495344,-1.1969838
2.9622827,-1.3816773
1.2517298,-1.7234455
5.0729065,0.015500556
3.9803867,1.2014134
1.3203335,0.05603751
1.7944534,-2.8014147
1.3500254,-4.3678784
1.7889419,-1.6192657
3.3470945,-2.1132815
2.1914408,-2.530984
1.1151758,-0.51269335
1.5523413,-2.187811
2.3501322,2.2956724
1.6572639,-0.39412045
0.8810541,0.847025
3.919667,1.4278067
2.7606432,-1.3783727
3.8256588,0.18897723
1.7183208,-2.4898877
1.7385147,-2.7923903
1.5877355,-1.5372305
2.8212557,-2.523993
0.61351025,-0.6787015
2.299194,-2.2527153
0.4303072,-0.6910516
1.875972,2.823483
3.6267784,-2.027033
1.0941961,-1.4263834
1.9462702,-2.4664128
1.8921304,-0.8104392
2.8586736,2.106114
1.0601562,-2.431951
2.7971582,-2.6279852
1.8114038,-4.0771546
2.7768958,0.827899
3.794081,-0.036017615
2.451296,-0.7617608
0.71698093,-2.3807015
3.0561993,-2.5900404
3.019353,-2.297928
3.624908,-1.6827725
3.9092941,1.4311157
2.1747332,0.53400415
1.003741,-3.319368
1.4172573,-2.0698445
2.6241925,1.083823
3.3182375,-2.0034177
2.5074534,-0.999319
1.9080069,-0.9189441
0.82196933,-1.9292172
1.2925615,-1.101729
1.4903005,-3.355703
1.6629555,-2.7914433
1.2581611,-3.4804893
1.0171614,-3.5001376
2.0342517,-1.7757344
0.6682095,-1.9939127
1.1398867,0.8764119
1.6707911,-1.6402577
2.4918973,-1.6695606
3.8434043,-2.427639
3.380485,-1.7441264
1.6742826,-1.1338645
2.5034437,3.4163675
2.8993359,-1.979541
1.4839759,-3.0906239
2.4612863,-1.2431151
2.2463682,-2.6269114
1.6043189,-2.1559308
0.49170572,-1.7914816
3.6383693,-1.6773973
1.4186902,-2.5557184
3.5663338,-2.1391296
2.899579,3.1933293
2.6898296,-2.1225288
2.1958077,-2.8290563
3.0814784,1.4447472
1.5977987,-1.9094808
3.891609,0.4885284
2.6007228,-1.6133317
2.5912793,-3.3584766
0.5246339,1.381283
3.2133386,-1.4530472
0.9879311,-0.85556006
2.046089,-2.795104
0.7076684,0.5986798
2.4995902,-1.5027057
2.8625576,-1.8994814
2.548502,-2.6327982
2.114345,-2.6068268
2.7681386,-0.8233453
1.0972822,-3.1928475
3.4463823,1.5155778
0.94417554,-0.5048294
2.32158,-1.2549813
3.0863104,-3.2953384
2.183097,2.800998
2.3274915,-1.3535278
3.0876114,0.63189375
1.3796124,2.5219162
0.19803274,4.283129
1.5922556,1.8853701
3.534742,-0.38405576
2.3823228,2.8370645
2.5731485,2.686461
3.4286885,-1.1804633
1.3885447,2.0922017
2.6114733,3.337656
2.823649,-0.95606697
2.6007905,-2.7867208
2.7041821,1.2138119
2.4919648,3.411933
1.3348647,-0.20617579
0.9383131,0.47630498
1.1268951,0.22408117
3.8465474,-1.1668319
0.62260693,1.8954929
2.2130952,2.65302
2.5472877,-2.9720316
2.6389272,-2.500551
2.590126,3.309214
0.5787734,3.0263033
3.3244371,-0.6638657
1.9525456,2.0536904
0.19338658,1.1553358
1.1993059,0.30223405
2.1476488,0.035526745
4.3550167,1.117857
2.365886,3.0073864
1.5457035,-2.3323572
2.2246287,-3.0810623
3.4850814,1.3262839
0.6790459,0.16203052
2.6184392,3.3773453
1.4577309,-2.95175
1.5473309,-0.6387563
0.505544,-1.877996
2.3306398,2.457186
1.4540584,1.6389908
2.9708729,-3.3481634
2.4930382,2.820065
2.7089143,3.2122688
1.35419,0.77891487
0.9730564,1.7037976
0.48920783,4.1191807
2.6724496,3.4663446
2.7890513,0.28195992
0.4132549,0.75376654
0.7388102,-2.2586946
2.6840427,3.3327866
0.5582907,2.0892062
2.739335,3.3496969
1.7854493,2.8441768
0.30273136,-0.5074235
3.5650072,-0.8940095
0.7705278,-1.3241806
0.97620934,0.2599435
2.271748,-2.5445197
2.4689798,3.4275124
4.2436657,0.93098086
1.1614127,-0.8129134
5.1042256,0.37367657
0.98107314,1.5368068
3.2427442,1.6336577
2.6045806,3.3017569
3.167917,0.9959538
0.51050866,-1.1397344
3.5554962,-1.9142246
2.4980047,-0.19739063
2.3510032,0.44699937
0.63711345,0.13984498
3.2252698,-0.65239125
1.6218991,2.6841848
2.5445745,3.1637735
3.284852,-2.246453
1.894657,-1.4357587
0.39985573,-1.7524389
5.8153086,0.49014562
2.2147677,3.1790924
3.9060464,0.7218817
0.45449495,-1.2707628
2.5851536,1.5388353
1.6436665,-0.38694796
1.8453609,0.37937
2.65001,3.31491
0.4994672,2.6383662
2.434085,1.7818338
1.0128202,-1.0259694
2.6500442,1.7726555
2.709526,3.3588336
4.453102,0.118347056
1.200539,2.3709939
1.9242222,-1.3315717
1.4201281,-1.2522227
2.5449197,-2.1360114
0.632615,-0.3893239
2.8169765,1.8547765
0.19322395,2.0389342
1.3476145,-3.331166
2.0448818,-2.8727803
1.627841,0.6541579
0.08742904,1.7407839
0.29128835,2.6758125
2.4399955,-1.5067407
2.5839841,-2.1196933
2.451238,-1.588996
3.2223992,0.70530385
2.720293,-0.80305904
2.4973295,2.6178377
2.5771575,3.380027
0.20230958,2.7042496
2.2010877,1.9551908
0.44282374,3.9953876
3.6167119,0.5457901
2.57057,1.1381732
0.3521369,2.9814217
4.0016823,-0.87575865
2.6777377,-2.6033406
0.16755348,2.1863844
0.71076584,1.1226966
2.5692277,3.1006358
1.5794762,-1.9914254
2.015201,-2.1712961
1.2323275,-2.362435
0.33034265,-0.6082332
2.3452377,1.06165
1.1632168,0.56586
0.52603203,0.13983233
4.2950544,1.1231169
0.75849515,-0.9880745
2.0524905,-1.388732
3.6095936,0.7614497
2.0262141,-2.4398704
3.1621466,0.51839083
0.18363485,0.7556177
4.895109,0.63354576
1.5524697,2.3957486
1.2310086,-0.73968107
1.755,0.087805405
1.2933992,-2.306413
1.0124863,-0.8241546
1.2688067,1.0226545
1.9688704,0.4170808
4.215484,-1.2268393
1.7746842,-1.5268043
3.5266678,1.2599674
1.4687605,-0.95751363
0.7794125,-0.18084298
2.7754302,-2.12058
0.21204175,1.758449
0.34556034,2.9273183
3.982463,0.3786093
2.4760346,2.847505
2.5348034,3.4010963
2.7293746,-2.597008
1.3958131,-0.80109745
2.3436491,-1.7865562
1.1592014,-0.26324543
2.2404861,3.2323194
0.17503193,3.9611
2.251124,2.990268
2.4811707,3.2376266
3.3308575,1.6559174
1.1564488,-2.7742996
2.0395038,-0.12635727
3.385005,1.6204648
0.27506226,-1.1667782
3.1245322,2.0961783
2.0318592,0.28474298
2.6404572,3.2987182
3.476216,1.1671813
2.2075455,-1.5713974
1.25117,0.01877019
2.374996,-1.9772922
2.5305338,3.396328
2.5477877,0.50409764
0.7438412,-0.25296584
0.27274635,2.7436535
0.7240295,2.932514
0.1388938,0.8213883
2.690181,-2.7391167
2.4382548,2.9698691
2.6046693,3.1400914
1.9680591,-2.7875228
0.50037,2.090999
3.0804472,1.1319098
0.6092195,0.6094341
2.6017058,-0.9904168
1.6051333,-0.93721354
2.136173,-0.6960329
