model_name,theta,theta_3pl,beta_marginal,beta_partial_text,beta_partial_difficulty,beta_null_mean
LeroyDyer/Mixtral_AI_CyberUltron_DPO,-0.5826877,-0.92028004,-0.10066448939398107,-0.06508694336014338,-0.04309041371692174,-0.09270204369330531
LeroyDyer/Mixtral_AI_Cyber_2.0,-0.61918795,-1.0302476,-0.08778177203275483,-0.04919615921517971,-0.027497492119141063,-0.08498147850173748
LeroyDyer/Mixtral_AI_Cyber_3.0,-0.41547582,-0.79979706,-0.1005700736513791,-0.04751885345857727,-0.02002538303759682,-0.09211690646476099
LeroyDyer/Mixtral_AI_Cyber_3.1_SFT,-0.24574412,-0.5889837,-0.09101227205750814,-0.03341899331350369,-0.002192666129084745,-0.09697081643071721
LeroyDyer/Mixtral_AI_Cyber_3.m1,-0.1410602,-0.46657333,-0.10033511417381599,-0.04255044501149113,-0.01098168363338084,-0.09818783701737606
LeroyDyer/Mixtral_AI_Cyber_3.m2,-0.24837328,-0.5642433,-0.095553683507938,-0.04839547492502879,-0.020637980243154858,-0.09901183265083945
LeroyDyer/Mixtral_AI_Cyber_4.0,-0.34982544,-0.68507856,-0.11800608986974814,-0.0724293298269428,-0.053183678610050085,-0.0997381192712765
LeroyDyer/Mixtral_AI_Cyber_5.0,-0.31516802,-0.6125016,-0.09916375393665021,-0.04865583408302166,-0.02092199195967903,-0.09200142393010208
LeroyDyer/Mixtral_AI_Cyber_Child,-0.53375,-0.89428276,-0.0857462144960442,-0.02714384498547136,0.006683586668903291,-0.09377925661995436
LeroyDyer/Mixtral_AI_Cyber_Matrix_2_0,-0.4055756,-0.7208533,-0.10167125768958489,-0.05594387663014112,-0.030089632665440184,-0.09650704159219314
LeroyDyer/Mixtral_AI_Cyber_MegaMind_3_0,-0.33794108,-0.613598,-0.11397477475122557,-0.059476901555925915,-0.032479849630399224,-0.09738287783089603
LeroyDyer/Mixtral_AI_LCARS_,-0.71993613,-1.1809213,-0.08975441499725498,-0.05514168169544572,-0.03109961659436601,-0.09181426661038643
LeroyDyer/Mixtral_AI_MasterTron,-1.0435241,-1.812955,-0.06726111505409403,-0.02511641846538453,-0.005074645317473199,-0.06541880575849854
LeroyDyer/Mixtral_AI_SwahiliTron_7b,-0.6952789,-1.1062855,-0.10356105642586583,-0.055281606373254244,-0.03154311324394153,-0.0885132175740807
LeroyDyer/Mixtral_AI_base_128k,-0.29676753,-0.5577642,-0.11123887356330223,-0.058630238744072215,-0.03393630374205889,-0.10063154406004979
LeroyDyer/Mixtral_BioMedical,-0.2999244,-0.594385,-0.1043635220492807,-0.04815265024657081,-0.018769573689408806,-0.09512359045757615
LeroyDyer/Mixtral_Chat_X,-0.4573358,-0.91645193,-0.10136913305874086,-0.05075710947460222,-0.023700786684381633,-0.09540663686781847
LeroyDyer/Mixtral_Chat_X_128k,-0.24626993,-0.5348534,-0.09700425626823865,-0.045453515371892884,-0.013916646698923169,-0.09627594130926743
LeroyDyer/Mixtral_Instruct,-0.30707616,-0.5662818,-0.1047610720390312,-0.060102274413069284,-0.0366762689405528,-0.09586047682398045
LeroyDyer/Mixtral_ThoughtsProcess_1,-0.4476852,-0.8190483,-0.08813846935050186,-0.03801112565055636,-0.006688441349342689,-0.09244819988424668
LeroyDyer/Mixtral_Uncensored,-0.4252448,-0.73090786,-0.1101562858102894,-0.060244132508986484,-0.03696799115597128,-0.09824655585385125
Locutusque/Hercules-4.0-Yi-34B,1.4702184,1.0743958,-0.12778119237684743,-0.029123189438005802,0.006978522164533144,-0.1101347220276898
Locutusque/Hyperion-2.0-Yi-34B,1.6073997,1.3366171,-0.1272811906415782,-0.034286208293449104,0.00035271455930785417,-0.10935890713086445
Locutusque/Hyperion-3.0-Mixtral-3x7B,-0.37705106,-0.6649713,-0.11985466675465614,-0.06657018596037739,-0.0446086998944907,-0.09879379766220686
Locutusque/Hyperion-3.0-Yi-34B,1.5836184,1.3031214,-0.1296533665271717,-0.030596197644222906,0.008689385967301885,-0.11346763221050249
Locutusque/Llama-3-Orca-2.0-8B,-0.18957424,-0.3896536,-0.10231031897425762,-0.044541410788794346,-0.008135504093032995,-0.10529297481623712
Locutusque/llama-3-neural-chat-v1-8b,-0.25582176,-0.40197355,-0.10669844124487883,-0.03701622337732499,0.0006153172012055841,-0.09490769933069118
Locutusque/llama-3-neural-chat-v2.2-8B,-0.19076023,-0.37848198,-0.10364507912164238,-0.04503476210810145,-0.009720458761387963,-0.10014734297141714
MAISAAI/gemma-2b-coder,-1.4536988,-2.7298717,-0.07278832932621469,-0.03402695771077537,-0.02263882886809541,-0.03516555094009032
MayaPH/GodziLLa-30B,-0.85919,-1.5181826,-0.08193656829269651,-0.034153803891768975,-0.007198813791035877,-0.07388827364730653
MayaPH/GodziLLa-30B-plus,-1.7956814,-5.602981,-0.003044100608850988,-0.004117538348232936,-0.0026425561737094603,0.0014962835339171793
MayaPH/GodziLLa2-70B,0.5174378,0.26501712,-0.1043825284113208,-0.055334975690079176,-0.030163583688133173,-0.11256505695206541
MaziyarPanahi/Llama-3-11B-Instruct-v0.1,-0.25273153,-0.38923633,-0.11756468244427301,-0.07579219786915188,-0.05827780700499764,-0.10105030256342902
MaziyarPanahi/Llama-3-70B-Instruct-DPO-v0.1,1.9151484,1.2879162,-0.10737655135771479,-0.02339134385328156,0.006499481588866244,-0.10848743668151838
MaziyarPanahi/Llama-3-70B-Instruct-DPO-v0.2,1.9740335,1.3606678,-0.10933671118353823,-0.023821773798975085,0.004661464561446742,-0.10947983028006553
MaziyarPanahi/Llama-3-70B-Instruct-DPO-v0.3,1.9887958,1.3372086,-0.11294947058785146,-0.02689240436078776,9.76637181659882e-06,-0.10944174576270835
MaziyarPanahi/Llama-3-70B-Instruct-DPO-v0.4,1.987037,1.3433205,-0.10629208749434758,-0.021413140995994406,0.008597490926184842,-0.11086415919429912
MaziyarPanahi/Llama-3-8B-Instruct-DPO-v0.1,-0.007964011,-0.087081395,-0.10918964512064327,-0.06766497422473915,-0.048274761296137975,-0.10321321243668789
MaziyarPanahi/Llama-3-8B-Instruct-DPO-v0.2,0.09070071,-0.030167172,-0.09884761028829564,-0.0485769723892198,-0.012387096224506561,-0.10577368156069905
MaziyarPanahi/Llama-3-8B-Instruct-DPO-v0.3,0.11359363,0.00454148,-0.1026982495351238,-0.0488490869630058,-0.013075634355290204,-0.10734219764482936
MaziyarPanahi/Llama-3-8B-Instruct-DPO-v0.4,0.080766015,-0.039121345,-0.10762965561149927,-0.05572053048346238,-0.02485053091854694,-0.10424063948766472
MaziyarPanahi/Llama-3-8B-Instruct-v0.1,0.08190757,-0.03734738,-0.10825425169504084,-0.05811079906343123,-0.03044929933464995,-0.10662811401842436
MaziyarPanahi/Llama-3-8B-Instruct-v0.2,0.08500753,-0.024028856,-0.10205349424785595,-0.05349147084328554,-0.02079134123231875,-0.10627420444520753
MaziyarPanahi/Llama-3-8B-Instruct-v0.3,0.09679098,-0.007098639,-0.10372750990848754,-0.053925511080103634,-0.02152284020541126,-0.11258531932955985
MaziyarPanahi/Llama-3-8B-Instruct-v0.4,0.0594945,0.00031842774,-0.1143963478755179,-0.06025038455164998,-0.03505304889563777,-0.10844192717010404
MaziyarPanahi/Llama-3-8B-Instruct-v0.5,0.08727305,-0.03702176,-0.11298573555451899,-0.06483081720459134,-0.042412757268984747,-0.10688883903768909
MaziyarPanahi/Llama-3-8B-Instruct-v0.7,0.04502245,-0.054605424,-0.11414666437851007,-0.0601631291755714,-0.03433542723883409,-0.1076220608007514
MaziyarPanahi/Llama-3-8B-Instruct-v0.8,0.08498854,0.026355319,-0.1105015907305771,-0.051472599605710746,-0.020233398856820486,-0.10629365105406167
MaziyarPanahi/Llama-3-8B-Instruct-v0.9,0.087642945,0.014908884,-0.11008771506424318,-0.04763801304187781,-0.013328773644066035,-0.10726450818520562
MaziyarPanahi/Phi-3-mini-4k-instruct-v0.1,0.2559464,0.37653235,-0.11916234540729673,-0.046819309839799324,-0.02031091750568903,-0.11249021992414332
MaziyarPanahi/Phi-3-mini-4k-instruct-v0.2,0.28184438,0.3544464,-0.1246620162690522,-0.04807603488195435,-0.022119244777162293,-0.10752848630504794
MaziyarPanahi/Phi-3-mini-4k-instruct-v0.3,0.3019848,0.38478568,-0.12500624818182263,-0.050676949816873464,-0.025440315009746365,-0.10889755989938496
MaziyarPanahi/WizardLM-Math-70B-TIES-v0.1,0.51828706,0.2312953,-0.12948878176533346,-0.04941793138188522,-0.01630731472255536,-0.10758995117174824
MaziyarPanahi/WizardLM-Math-70B-v0.1,0.47127458,0.2009402,-0.10816925420633049,-0.03507486512814012,0.005301477561709527,-0.1043515468952369
Menouar/gemma-2b-chat,-1.3771408,-2.5363343,-0.08092894305631387,-0.03662660415905161,-0.02256613437490083,-0.049531040178890956
Menouar/gemma-2b-chat-ultra,-1.3894186,-2.5372207,-0.08718399218610265,-0.04651091187779853,-0.03196356180549569,-0.04249457916002531
MetaIX/GPT4-X-Alpasta-30b,-0.67416483,-1.3024225,-0.08528528261447056,-0.04241276684668269,-0.013964018183857323,-0.08318866148001862
Mihaiii/Llama-3-pruned-45B-Drobeta-Turnu-Severin,0.7349597,0.5859125,-0.11806020843442219,-0.04026955661551841,-0.01277097415919618,-0.10702348296878984
MisterRid/Llama-3-8B-SaulGoodMan,-0.05325414,-0.17956904,-0.1060312849560677,-0.03160806898654098,0.016732261561516748,-0.1049285041305934
MoaData/Myrrh_solar_10.7b_3.0,-0.29156235,-0.51229197,-0.07276384871410607,-0.020719235466526768,0.012867883862045654,-0.09967700878211982
Mollel/Swahili-Alpaca-Llama-3-8b_16bit,-0.29522407,-0.45647132,-0.10718173675097548,-0.05970223778728657,-0.03692526404612369,-0.09943271178245373
Monero/WizardLM-30B-Uncensored-Guanaco-SuperCOT-30b,-0.8618732,-1.577687,-0.07147192976262018,-0.02219842854272313,0.004503577101185503,-0.0717717304874283
Monero/WizardLM-Uncensored-SuperCOT-StoryTelling-30b,-0.849318,-1.6533525,-0.07115840674219301,-0.026764933880321768,-0.00020731763704621414,-0.07528340933313105
NeuralNovel/Mini-Mixtral-v0.2,-0.29582924,-0.57923514,-0.11278279130107342,-0.048351043864294736,-0.01634274280168178,-0.10247153346194583
NeuralNovel/Neural-Llama-3,-0.19595037,-0.42629874,-0.11209819127582041,-0.04100069007118882,-0.00986038995589104,-0.10145098061113504
NeverSleep/CausalLM-RP-34B,2.7710285,1.882219,-0.1024508904239915,-0.025194909405437425,-0.0015019724551294023,-0.1053796716356534
NeverSleep/Llama-3-Lumimaid-70B-v0.1,1.9159029,1.2556261,-0.12055330342020261,-0.03448430049601725,-0.0110942757767369,-0.10496094527234
NeverSleep/Llama-3-Lumimaid-70B-v0.1-alt,1.8999068,1.2187332,-0.11728936873039437,-0.034614859346756954,-0.012208684006546233,-0.10725341486975676
NeverSleep/Llama-3-Lumimaid-8B-v0.1,0.02245599,-0.07487044,-0.11455937763673185,-0.06588446506577436,-0.04338358967728396,-0.10948964770424187
NeverSleep/Llama-3-Lumimaid-8B-v0.1-OAS,0.04135738,-0.029686004,-0.1177004582465007,-0.0635281239164317,-0.039645738052284614,-0.10567991925816321
NeverSleep/MiquMaid-v1-70B,1.101374,0.7016359,-0.12435581127246648,-0.06647512343871945,-0.0523039018978726,-0.11190747282451889
NeverSleep/MiquMaid-v2-70B,1.1239253,0.7063059,-0.11583811222609972,-0.0630350367227098,-0.04741188976083364,-0.10967808876477228
NeverSleep/Noromaid-v0.4-Mixtral-Instruct-8x7b-Zloss,0.4525097,0.4008524,-0.1151095826580593,-0.04428339902522617,-0.01630517267391124,-0.1088203398964107
Nhoodie/Meta-Llama-3-8B-Uninstruct-function-calling-json-mode-model_stock-v0.1,-0.017794596,-0.117873915,-0.11438548121522257,-0.0635003165654421,-0.0375070268152511,-0.10556417639243763
Nhoodie/llama-3-sqrt-crocodile-v0.0A,0.06839035,-0.042533863,-0.10821164994563005,-0.05210969792421543,-0.01929454241653948,-0.11033103227046721
NobodyExistsOnTheInternet/code-llama-70b-python-instruct,-1.9039476,-4.3064427,-0.01815096815634067,-0.017603698312482114,-0.017214885225834996,-0.003362958138643052
NotAiLOL/Athena-Llama-3-8B-v0.1,-0.27643296,-0.49990395,-0.11521365033080465,-0.04171163777237151,-0.010529402976515839,-0.10389483934033197
NotAiLOL/Boundary-Meta-Llama-3-2x8B-MoE,-0.013500422,-0.07880668,-0.11406080315710661,-0.07087335798049924,-0.05292605022181143,-0.10366061399495514
NotAiLOL/Knight-Miqu-27B-MoE,-1.772489,-4.1217327,-0.047823541607309304,-0.0013653849399072723,0.0014618757242114066,-0.008945151742543529
NotAiLOL/Yi-1.5-9B-coder,-0.13998187,0.2026749,-0.09871350183785683,-0.017519221099132662,0.0206324954396618,-0.11052826100936795
NotAiLOL/Yi-1.5-dolphin-9B,-0.12136541,0.28443882,-0.08489667369977698,-0.0002625877560963606,0.048639023735216266,-0.11194503692680592
NousResearch/CodeLlama-34b-hf,-1.4676213,-2.7834187,-0.008581371109878468,0.01128795790601604,0.023147585385975115,-0.03343161542338504
NousResearch/Hermes-2-Pro-Llama-3-8B,-0.20865144,-0.37427253,-0.11894631663942795,-0.05459667112981803,-0.026238038962633985,-0.09992875140348088
NousResearch/Hermes-2-Theta-Llama-3-8B,-0.059848994,-0.16947436,-0.12464102047942735,-0.07157099797742456,-0.05215133620117228,-0.10395637172364554
NousResearch/Meta-Llama-3-8B-Instruct,-0.011446068,-0.08970983,-0.10732512296777691,-0.06082423273755102,-0.034497223344824524,-0.09884487079465328
NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,0.63749444,0.50974596,-0.11639940585857055,-0.03763051115445534,-0.005045701549787111,-0.11114907444983105
NousResearch/Nous-Hermes-2-SOLAR-10.7B,-0.046983335,-0.1949146,-0.11215594814871917,-0.04767512910881615,-0.01854811488262366,-0.10444618545798284
NousResearch/Nous-Hermes-Llama2-70b,0.49951047,0.27527666,-0.13700653260664858,-0.07081909226216974,-0.05229186941968669,-0.1116558809822917
NousResearch/Nous-Puffin-70B,0.456098,0.26660946,-0.11790484503510558,-0.052058525407047536,-0.021564273680595485,-0.10763317623535848
Open-Orca/Mixtral-SlimOrca-8x7B,0.013883401,0.021925094,-0.13258679903352644,-0.05329600445889014,-0.024345834874763432,-0.10342354768376881
OpenAssistant/llama2-70b-oasst-sft-v10,0.140608,-0.051570173,-0.11672900257210032,-0.08347838129273841,-0.07281987842427287,-0.10575085180977739
OpenBuddy/openbuddy-codellama2-34b-v11.1-bf16,-0.8362305,-1.3931824,-0.06386288427939409,-0.03146598697251487,-0.0023752072190045383,-0.07620866569448952
OpenBuddy/openbuddy-deepseek-10b-v17.1-4k,-0.90151435,-1.6892549,-0.08500286965756493,-0.05552092845458048,-0.03499509892626722,-0.06911095566582497
OpenBuddy/openbuddy-deepseek-67b-v15-base,0.53065103,0.44163427,-0.12655070729366125,-0.047942285877354565,-0.017809967533034297,-0.10984021582169934
OpenBuddy/openbuddy-deepseek-67b-v15.1,0.37285283,0.31116346,-0.12471610405241552,-0.061456967020758174,-0.0409674984437246,-0.11183711239238033
OpenBuddy/openbuddy-deepseek-67b-v15.2,0.5587531,0.47694767,-0.12051116574574118,-0.0341131046991589,0.001438497723056796,-0.11470862890061734
OpenBuddy/openbuddy-deepseek-67b-v15.3-4k,0.40306604,0.36774328,-0.11499739810024008,-0.05083733394142609,-0.023206155407086614,-0.10709765761550945
OpenBuddy/openbuddy-deepseek-67b-v18.1-4k,0.44231465,0.39754084,-0.1170077359006337,-0.043928071191577135,-0.012770068615761465,-0.11088463345218931
OpenBuddy/openbuddy-deepseekcoder-33b-v16.1-32k,-1.3068808,-2.2049062,-0.05703002999378613,-0.024414871336720125,-0.001565166769671468,-0.05880028739959055
OpenBuddy/openbuddy-falcon-180b-v12-preview0,-0.6617593,-1.1752304,-0.1005525021637547,-0.06315503420116751,-0.04062601399446842,-0.08775393181989677
OpenBuddy/openbuddy-falcon-180b-v13-preview0,-0.21996772,-0.6392963,-0.1137116305841305,-0.0752344753527538,-0.05817607164873842,-0.10278037180039586
OpenBuddy/openbuddy-falcon-40b-v16.1-4k,-0.8016661,-1.4204252,-0.07875126996634649,-0.04588666166704426,-0.021981372062102725,-0.07807368145559734
OpenBuddy/openbuddy-llama2-70b-v10.1-bf16,0.045903996,-0.2346721,-0.10516298870913017,-0.06416403417966984,-0.04371408962900097,-0.10263646326089781
OpenBuddy/openbuddy-mixtral-7bx8-v16.3-32k,0.5007367,0.54160964,-0.1054863139269921,-0.03358063940122186,0.00466705763920032,-0.11121070664737469
OpenBuddy/openbuddy-mixtral-7bx8-v17.1-32k,0.32306945,0.29827476,-0.12135135063879397,-0.05036962013589177,-0.02190478836070245,-0.1067960321598894
OpenBuddy/openbuddy-mixtral-7bx8-v17.2-32k,-2.0206473,-6.7627945,-0.0036594481797971486,-0.0014412840320504497,-0.007416157584225932,0.004625882196191613
OpenBuddy/openbuddy-mixtral-7bx8-v17.3-32k,0.30823252,0.32788873,-0.1270933763570488,-0.05436336515354433,-0.027178757817880924,-0.11081656053323038
OpenBuddy/openbuddy-mixtral-7bx8-v18.1-32k,0.47529966,0.45384786,-0.12446626500195365,-0.055679330280557375,-0.028806723934292167,-0.10848843732908468
OpenBuddy/openbuddy-mixtral-8x7b-v15.4,0.29870152,0.34730056,-0.113408759925386,-0.04659312676271735,-0.015021876513101395,-0.11046858470266008
OpenBuddy/openbuddy-mixtral-8x7b-v16.1-32k,0.45905203,0.4252305,-0.1099692333901591,-0.0439460352819946,-0.01206200021523585,-0.10730628221007768
OpenBuddy/openbuddy-mixtral-8x7b-v16.2-32k,0.5046295,0.4342622,-0.11299467213818096,-0.03857748085255842,-0.00029933113144737334,-0.1069373785713557
OpenBuddyEA/openbuddy-llama-30b-v7.1-bf16,-0.66435724,-1.2512257,-0.08678763755197452,-0.03224386494168225,-0.0006192818219434951,-0.08122128501619987
OpenLemur/lemur-70b-chat-v1,0.0043849805,-0.34740263,-0.1111089437762918,-0.05902539416732289,-0.03281999656455202,-0.09800729810343442
OpenLemur/lemur-70b-v1,-0.08320013,-0.31092384,-0.09565891828093132,-0.06116819376543787,-0.04053731512413814,-0.10205494703599291
Orenguteng/Lexi-Llama-3-8B-Uncensored,0.03627926,-0.067311846,-0.11153851469815713,-0.04833448011999284,-0.011384440503760593,-0.10599242162642414
Orenguteng/Llama-3-8B-Lexi-Uncensored,0.046860017,-0.046892513,-0.11153851469815713,-0.04833448011999284,-0.011384440503760593,-0.10702459077150135
PSanni/MPOMixtral-8x7B-Instruct-v0.1,0.3642979,0.2888459,-0.13127449759897888,-0.05249509335325615,-0.02640180916227749,-0.10714960984034068
Panchovix/airoboros-33b-gpt4-1.2-SuperHOT-8k,-1.967072,-4.2430987,-0.02685225986763584,-0.02975353438971379,-0.03127833713067688,-0.007756344237233677
ParasiticRogue/Merged-RP-Stew-V2-34B,2.198441,1.6781832,-0.1288209305411347,-0.015278973673828066,0.03421728811800535,-0.1047175173454464
PathFinderKR/Waktaverse-Llama-3-KO-8B-Instruct,-0.03214624,-0.12512325,-0.12161671513348256,-0.05942872153822202,-0.03197149035645242,-0.10380343313625578
PetroGPT/Llama-3-Petro-Instruct-v1,-0.32520524,-0.37454832,-0.09937678834425269,-0.0437592615915511,-0.00720343044155887,-0.106081674443873
Phind/Phind-CodeLlama-34B-Python-v1,-1.6893984,-5.7717805,-0.00073277124483425,-0.022639098969383827,-0.023326684465654945,-0.0011094725700785634
Phind/Phind-CodeLlama-34B-v1,-1.6290082,-5.12729,0.013599466239734063,-0.01363468673847122,-0.013329319630645122,-0.0029335267324527036
Phind/Phind-CodeLlama-34B-v2,-1.8289064,-4.9178233,0.033330168242758605,-0.015603755889705107,-0.0162133726455356,0.00020722703753935778
Pierre-obi/Mistral_solar-slerp,-1.3846813,-2.9341187,-0.07513700169155625,-0.0386904905486762,-0.02423459644809672,-0.028164203259299168
PracticeLLM/SOLAR-tail-10.7B-Merge-v1.0,0.011093197,-0.09028209,-0.11069721860627622,-0.05607079425467612,-0.029219730316271657,-0.10298988455480705
Qwen/Qwen-72B,1.5496688,1.2017673,-0.12323268972881299,-0.03340363700640785,-0.0037512928922724003,-0.10779944474539231
Qwen/Qwen1.5-110B,2.0930402,1.4921956,-0.11027507696130365,-0.00025191032584790215,0.04529530281194323,-0.11000347176382647
Qwen/Qwen1.5-110B-Chat,1.4938966,1.3214172,-0.11651165532165783,-0.01687333653275871,0.01830082119350354,-0.1129275970039548
Qwen/Qwen1.5-72B,1.5774503,1.2477131,-0.1125440561759994,-0.022418037082067615,0.013382045578687135,-0.10863470689294526
Qwen/Qwen1.5-72B-Chat,1.6087443,1.2059913,-0.12378116919297316,-0.021301483921921254,0.011689940924944624,-0.112082005217583
Qwen/Qwen2-72B,2.5639029,1.8472527,-0.11003667493687541,-0.013029798148747083,0.016814137705257057,-0.10429889054304359
Qwen/Qwen2-beta-72B,1.5918983,1.2546831,-0.1125440561759994,-0.022418037082067615,0.013382045578687135,-0.11053582894303005
Radiantloom/radiantloom-mixtral-8x7b-fusion-dpo,-0.5881259,-1.0576515,-0.10687940862621367,-0.05930585465807045,-0.03524694092842732,-0.08284417731616028
Replete-AI/Llama-3-11.5B-Instruct-v2,-0.012476569,-0.08822708,-0.11401951508088874,-0.0713440780232162,-0.05280918268098817,-0.10752341034576404
Replete-AI/Llama-3-13B,-0.47007596,-0.6853015,-0.10741091205257411,-0.03654992477336114,-0.0019678458193834077,-0.09360154721288512
Riiid/sheep-duck-llama-2-70b-v1.1,0.7183509,0.37606424,-0.10622279579411616,-0.04537419530782623,-0.01164413400838871,-0.1062900598137412
SF-Foundation/Ein-70B-v2,1.8847858,1.2173498,-0.11585491381205709,-0.02861929510841205,0.0007306164300982203,-0.11022861472812202
SF-Foundation/Ein-72B-v0.11,1.7202065,1.257773,-0.11914101365395162,-0.02828476034132616,0.004661389921753115,-0.10856071180752902
SF-Foundation/Ein-72B-v0.12,1.7472943,1.2173418,-0.11712947773730503,-0.01861126328247225,0.021350253229580198,-0.10705564310968683
SF-Foundation/Ein-72B-v0.13,1.7212437,1.2328382,-0.11528111747762333,-0.021483889951774325,0.016601857378323957,-0.10692018575966658
SJ-Donald/SJ-SOLAR-10.7b-DPO,0.09837502,-0.037968967,-0.1125255354851431,-0.04745542949097945,-0.015337348622628078,-0.10432148952403422
SJ-Donald/SOLAR-10.7B-slerp,0.08808353,-0.046157464,-0.11375371960338126,-0.049302057757537335,-0.01828645683310562,-0.10663047196919628
SUSTech/SUS-Chat-34B,1.7635705,1.4163733,-0.12537633904598283,-0.029636956222192572,0.008302722459395864,-0.10771761487722781
SUSTech/SUS-Chat-72B,1.4271543,1.1446568,-0.12740275730372289,-0.02083286785499668,0.020219829670646998,-0.10821608335591416
Sao10K/Euryale-1.3-L2-70B,0.6202038,0.3093946,-0.12976743835793209,-0.06600740413021174,-0.04561722736434658,-0.1106025430329964
Sao10K/Euryale-L2-70B,0.33946314,0.13427629,-0.11375535029261713,-0.05354119433957841,-0.02237349040635621,-0.10613216130939711
Sao10K/Franziska-Mixtral-v1,0.3367809,0.2588795,-0.12419729239075684,-0.056070723410213685,-0.03327580389027606,-0.10836897970561964
Sao10K/SOLAR-10.7B-NahIdWin,-0.30346996,-0.49571803,-0.10413392840924997,-0.04553633822823808,-0.0165508727112152,-0.09924413327308779
Sao10K/Sensualize-Mixtral-bf16,0.47434893,0.43322006,-0.12442835976370857,-0.05511900813341485,-0.03076855190771223,-0.1073267265498047
Sao10K/Sensualize-Solar-10.7B,-0.1341356,-0.22815274,-0.11759529639652956,-0.058130686634194885,-0.028606430377251274,-0.10275831966120258
Sao10K/Skadi-Mixtral-v1,0.6144257,0.49920714,-0.12392789178728249,-0.051307526997343825,-0.024663241424950938,-0.10887997762752648
Sao10K/Test-Instruct-Solar-v1,0.006857451,-0.025758747,-0.1166362513571683,-0.05441186631192646,-0.026000253348266996,-0.1031146279107128
Sao10K/Test-Raw-Solar-v1,-0.15146372,-0.19898152,-0.11633654072594475,-0.0572523783717973,-0.029146317068698507,-0.10112330883539015
Sao10K/Typhon-Mixtral-v1,0.46953776,0.42009488,-0.13387436729906446,-0.059939282131064135,-0.038633860689330966,-0.11007081768998063
Sao10K/WinterGoddess-1.4x-70B-L2,0.7230124,0.3922947,-0.10459831896107111,-0.045025972046417485,-0.01243313181193276,-0.10548768113512297
Sao10K/Zephyrus-L1-33B,-0.6875504,-1.2807294,-0.09666455900361286,-0.0458173725181115,-0.017895959102998266,-0.07759416452356362
Secbone/llama-33B-instructed,-0.4619599,-1.1450143,-0.09683422381168852,-0.049172719591233045,-0.02171848770675719,-0.08766993184778912
ShinojiResearch/Senku-70B-Full,1.2042485,0.66945636,-0.11476323723313597,-0.05381855503586375,-0.031913914034461595,-0.11043396089009831
SrikanthChellappa/Collaiborator-MEDLLM-Llama-3-8B,-0.06801047,-0.16196002,-0.11958001242043888,-0.06718012245486743,-0.04464759139358375,-0.1024734602425829
StarFox7/gemma-2b-dpo-v1,-1.4442888,-2.701039,-0.0658858132165651,-0.060396719364947636,-0.04853374242834348,-0.03502506056995152
Suduk/Llama-3-8B-Viper-16bit,-0.22261563,-0.4981608,-0.11415346216736627,-0.055357602375761886,-0.03125418419397497,-0.0953938820161323
Suduk/Llama-3-8B-Viper-16bit-1,-0.2238189,-0.5041062,-0.11415346216736627,-0.055357602375761886,-0.03125418419397497,-0.10009177376673752
Swisslex/Mixtral-8x7b-DPO-v0.1,0.39735124,0.34605423,-0.10107804385729917,-0.020230277192030497,0.018383525634873103,-0.11291410801768181
Swisslex/Mixtral-8x7b-DPO-v0.2,0.39739445,0.3891332,-0.11508514032909066,-0.03731709199032852,-0.002996907178897868,-0.11239722256790632
Swisslex/Mixtral-Orca-v0.1,-0.047085106,-0.17013352,-0.11463253460209503,-0.05123566663327556,-0.024383245419793725,-0.10383667061305712
Syed-Hasan-8503/Llama-3-8B-NOLA,-0.049832467,-0.18850963,-0.11908260968998768,-0.041056278661898205,-0.005318714812105207,-0.1063560270111672
Syed-Hasan-8503/openhermes-gemma-2b-it,-1.4518799,-2.833151,-0.08569405995333822,-0.06333771930298752,-0.051100232071352704,-0.027577488724432445
TW3PartnersLLM/TW3-v1-AlpacaSmaug-30B,-1.9725862,-4.179737,-0.026359173134731146,-0.02867172448810651,-0.029393611832042338,-0.0014813057805300438
TW3PartnersLLM/TW3-v2-AlpacaSmaug-72B,-1.9345053,-4.1933684,-0.03227317964435487,-0.02563529296521371,-0.026661494774423075,-0.0015771264767632006
Technoculture/Medmerge-tulu-70b,0.50363344,0.31304663,-0.12382236677258392,-0.049785643178097146,-0.016896611432607917,-0.11073779482662925
TeeZee/2xbagel-dpo-34b-v0.2,1.1402824,0.94145995,-0.1227443560193992,-0.05510269945590073,-0.03670833838087024,-0.110751657965609
TeeZee/Bielik-SOLAR-LIKE-10.7B-Instruct-v0.1,-1.0700817,-1.8960986,-0.04534530696632577,-0.011160382165669015,0.007759489243021087,-0.06710197937457948
TeeZee/Kyllene-34B-v1.1,2.0471046,1.5940497,-0.1343160162546912,-0.03535944878384126,-0.0018587142861538836,-0.11229273225355912
TeeZee/Xwin-LM-70B-V0.1_Jannie,0.51825744,0.22123778,-0.12159494144489476,-0.05880531459127513,-0.03491607453024299,-0.10798957790601227
TeeZee/Xwin-LM-70B-V0.1_Limarpv3,0.4791276,0.24039385,-0.1130461029032564,-0.04871767143253962,-0.019099825151786827,-0.10722583039698315
TehVenom/oasst-sft-6-llama-33b-xor-MERGED-16bit,-0.6908426,-1.3268237,-0.07962548901633404,-0.04273509888534111,-0.015549541559172065,-0.08184936466621907
