corpus,criterion,criterion_alt,WSCG_Nodes,WSCG_Depth,word_count
GSM8K,2,2.0,23,4.0,48
GSM8K,2,2.0,12,3.5,20
GSM8K,5,5.0,23,2.0,37
GSM8K,7,7.0,31,2.5,48
GSM8K,3,3.0,20,4.0,35
GSM8K,3,3.0,23,2.0,34
GSM8K,3,3.0,18,3.0,33
GSM8K,4,4.0,20,3.5,39
GSM8K,3,3.0,24,6.5,50
GSM8K,4,4.0,26,3.0,41
GSM8K,4,4.0,15,2.0,26
GSM8K,3,3.0,24,4.0,48
GSM8K,2,2.0,22,3.0,39
GSM8K,2,2.0,22,4.5,37
GSM8K,5,6.0,44,4.0,96
GSM8K,2,2.0,32,4.0,74
GSM8K,3,3.0,19,3.0,38
GSM8K,4,7.0,30,6.5,44
GSM8K,3,3.0,19,2.5,37
GSM8K,2,5.0,31,6.0,49
GSM8K,5,5.0,35,10.5,59
GSM8K,2,3.0,19,2.5,34
GSM8K,4,4.0,21,1.5,46
GSM8K,2,2.0,18,3.0,33
GSM8K,5,5.0,27,3.0,43
GSM8K,4,5.0,24,5.5,38
GSM8K,2,2.0,13,1.0,34
GSM8K,3,3.0,25,3.0,54
GSM8K,5,5.0,27,3.5,44
GSM8K,4,4.0,18,6.5,27
GSM8K,3,5.0,29,4.5,60
GSM8K,3,3.0,17,2.0,30
GSM8K,3,4.0,29,7.5,41
GSM8K,2,2.0,21,4.0,52
GSM8K,3,3.0,18,3.0,38
GSM8K,3,3.0,22,9.5,37
GSM8K,4,4.0,24,3.5,56
GSM8K,2,2.0,26,3.5,60
GSM8K,4,4.0,24,3.0,52
GSM8K,7,7.0,49,12.5,77
GSM8K,4,4.0,19,4.0,46
GSM8K,3,3.0,19,2.5,32
GSM8K,2,2.0,17,4.0,30
GSM8K,5,5.0,26,6.0,43
GSM8K,4,5.0,40,3.5,74
GSM8K,2,2.0,17,6.0,27
GSM8K,4,5.0,24,3.0,43
GSM8K,6,8.0,38,4.0,84
GSM8K,2,2.0,22,3.0,40
GSM8K,1,4.0,16,2.0,48
GSM8K,5,5.0,33,4.5,63
GSM8K,2,2.0,10,3.0,19
GSM8K,2,2.0,19,4.5,32
GSM8K,4,4.0,21,3.5,44
GSM8K,2,2.0,16,5.0,26
GSM8K,3,3.0,14,0.5,41
GSM8K,4,4.0,29,6.0,53
GSM8K,3,3.0,12,1.5,18
GSM8K,2,2.0,20,1.5,42
GSM8K,2,2.0,17,3.5,32
GSM8K,3,3.0,14,1.5,31
GSM8K,2,3.0,27,3.5,52
GSM8K,3,3.0,41,7.5,88
GSM8K,3,3.0,17,3.5,44
GSM8K,6,6.0,30,2.5,62
GSM8K,5,5.0,14,2.0,33
GSM8K,3,3.0,13,1.0,31
GSM8K,4,4.0,27,7.0,50
GSM8K,2,2.0,8,3.0,20
GSM8K,8,8.0,26,3.5,72
GSM8K,4,4.0,29,4.0,52
GSM8K,6,6.0,32,4.0,52
GSM8K,4,4.0,53,6.5,95
GSM8K,2,2.0,21,4.0,35
GSM8K,6,6.0,21,2.0,38
GSM8K,2,6.0,34,3.0,90
GSM8K,4,5.0,35,6.0,54
GSM8K,4,4.0,18,4.0,37
GSM8K,3,3.0,27,6.0,41
GSM8K,4,4.0,27,4.0,45
GSM8K,3,3.0,17,1.0,42
GSM8K,3,3.0,40,9.0,68
GSM8K,4,4.0,32,6.0,57
GSM8K,3,3.0,19,2.5,39
GSM8K,2,2.0,23,4.0,44
GSM8K,5,5.0,21,3.0,52
GSM8K,2,2.0,16,2.5,32
GSM8K,3,3.0,17,1.5,46
GSM8K,6,7.0,27,5.5,48
GSM8K,2,2.0,21,3.0,40
GSM8K,4,5.0,41,3.0,83
GSM8K,3,3.0,14,1.5,25
GSM8K,2,4.0,16,2.5,29
GSM8K,5,5.0,29,6.0,49
GSM8K,2,6.0,21,3.5,49
GSM8K,4,4.0,23,6.0,51
GSM8K,3,3.0,31,4.0,56
GSM8K,3,3.0,15,3.0,31
GSM8K,5,6.0,25,4.0,50
GSM8K,3,3.0,28,3.0,56
GSM8K,4,6.0,22,6.0,39
GSM8K,2,2.0,27,8.0,65
GSM8K,6,6.0,25,4.0,57
GSM8K,2,2.0,24,3.0,67
GSM8K,7,7.0,44,15.5,92
GSM8K,3,3.0,31,6.5,53
GSM8K,8,8.0,26,1.0,65
GSM8K,5,8.0,34,4.0,64
GSM8K,3,3.0,14,3.0,24
GSM8K,2,2.0,16,2.0,28
GSM8K,4,5.0,20,2.0,48
GSM8K,2,2.0,18,4.5,39
GSM8K,3,3.0,24,3.0,52
GSM8K,1,2.0,33,4.0,63
GSM8K,3,3.0,19,8.0,32
GSM8K,3,3.0,53,6.5,84
GSM8K,3,3.0,30,7.0,43
GSM8K,1,8.0,23,2.0,40
GSM8K,4,4.0,28,7.5,61
GSM8K,5,5.0,29,3.5,59
GSM8K,4,4.0,15,1.5,29
GSM8K,4,4.0,31,6.0,57
GSM8K,5,5.0,30,3.5,50
GSM8K,5,7.0,30,2.5,51
GSM8K,2,3.0,17,1.0,33
GSM8K,2,3.0,26,2.0,52
GSM8K,3,3.0,18,3.5,38
GSM8K,3,3.0,18,2.0,40
GSM8K,3,3.0,29,3.0,46
GSM8K,4,4.0,35,4.0,100
GSM8K,4,4.0,22,3.0,47
GSM8K,3,3.0,16,2.0,34
GSM8K,4,4.0,22,2.5,47
GSM8K,3,3.0,14,1.0,36
GSM8K,1,2.0,14,2.0,28
GSM8K,5,5.0,18,3.0,32
GSM8K,5,6.0,22,2.5,43
GSM8K,1,2.0,21,3.0,40
GSM8K,4,4.0,27,5.0,53
GSM8K,3,3.0,15,4.0,31
GSM8K,3,3.0,21,8.5,42
GSM8K,2,2.0,15,1.5,30
GSM8K,4,4.0,30,5.0,48
GSM8K,2,2.0,14,6.0,27
GSM8K,5,5.0,20,4.5,46
GSM8K,3,4.0,17,3.5,29
GSM8K,4,4.0,33,6.0,68
GSM8K,2,4.0,32,4.5,59
GSM8K,2,2.0,31,4.0,68
GSM8K,4,5.0,14,3.5,21
GSM8K,4,4.0,23,5.0,40
GSM8K,3,3.0,16,3.0,29
GSM8K,4,4.0,29,3.0,51
GSM8K,4,4.0,32,6.5,58
GSM8K,2,2.0,15,3.0,27
GSM8K,3,3.0,29,3.5,45
GSM8K,4,4.0,27,5.0,54
GSM8K,1,6.0,20,4.0,31
GSM8K,2,2.0,21,3.0,49
GSM8K,3,3.0,27,3.5,58
GSM8K,2,2.0,14,1.0,26
GSM8K,3,3.0,23,4.0,37
GSM8K,5,5.0,20,4.5,43
GSM8K,4,5.0,19,2.5,32
GSM8K,1,2.0,16,3.5,32
GSM8K,2,2.0,14,2.5,27
GSM8K,3,3.0,12,1.5,24
GSM8K,6,6.0,56,12.0,65
GSM8K,3,3.0,22,2.0,57
GSM8K,3,3.0,22,2.0,35
GSM8K,4,4.0,14,2.0,38
GSM8K,3,3.0,19,1.5,53
GSM8K,2,3.0,9,1.5,21
GSM8K,8,8.0,43,6.0,95
GSM8K,2,2.0,21,5.0,58
GSM8K,2,3.0,14,2.0,24
GSM8K,2,2.0,18,2.0,31
GSM8K,3,3.0,21,3.5,52
GSM8K,3,3.0,19,3.5,32
GSM8K,2,2.0,14,3.5,24
GSM8K,3,3.0,20,2.0,34
GSM8K,4,5.0,21,5.5,36
GSM8K,1,2.0,16,2.0,34
GSM8K,3,3.0,24,6.0,47
GSM8K,3,3.0,17,1.5,38
GSM8K,4,5.0,29,2.0,55
GSM8K,3,3.0,26,4.0,39
GSM8K,3,3.0,18,3.5,35
GSM8K,3,3.0,15,2.0,35
GSM8K,3,3.0,27,3.0,54
GSM8K,2,2.0,20,1.5,38
GSM8K,3,3.0,30,4.5,52
GSM8K,5,5.0,33,5.0,69
GSM8K,1,2.0,15,4.0,29
GSM8K,5,5.0,21,2.5,43
GSM8K,2,2.0,15,3.0,34
GSM8K,3,3.0,16,3.0,36
GSM8K,4,4.0,22,2.5,41
GSM8K,2,2.0,14,1.0,26
GSM8K,3,3.0,12,1.0,23
GSM8K,3,4.0,18,2.0,27
GSM8K,2,2.0,15,2.5,26
GSM8K,3,3.0,21,4.5,42
GSM8K,3,3.0,17,3.0,36
GSM8K,2,3.0,29,6.5,58
GSM8K,2,2.0,18,4.0,28
GSM8K,3,3.0,19,3.0,43
GSM8K,5,5.0,43,3.0,76
GSM8K,2,2.0,16,1.5,25
GSM8K,3,3.0,21,3.5,36
GSM8K,3,3.0,27,8.0,52
GSM8K,3,5.0,28,3.5,61
GSM8K,3,3.0,16,1.5,31
GSM8K,3,3.0,13,3.0,28
GSM8K,3,3.0,32,7.0,59
GSM8K,2,2.0,38,9.5,82
GSM8K,3,3.0,33,3.5,69
GSM8K,8,8.0,54,4.0,103
GSM8K,5,5.0,30,2.5,48
GSM8K,3,3.0,27,3.5,53
GSM8K,3,3.0,16,3.0,32
GSM8K,1,3.0,32,2.0,73
GSM8K,4,4.0,28,3.0,57
GSM8K,4,4.0,27,2.0,48
GSM8K,4,4.0,34,9.5,51
GSM8K,4,4.0,32,4.0,59
GSM8K,4,5.0,51,8.0,83
GSM8K,4,4.0,26,9.0,41
GSM8K,5,5.0,26,3.0,47
GSM8K,2,3.0,36,4.5,68
GSM8K,2,2.0,22,3.0,45
GSM8K,3,3.0,35,9.5,62
GSM8K,2,3.0,20,1.5,38
GSM8K,4,4.0,17,3.0,34
GSM8K,4,4.0,20,6.0,42
GSM8K,7,7.0,26,3.5,69
GSM8K,2,2.0,20,2.5,43
GSM8K,3,3.0,40,12.5,69
GSM8K,2,2.0,12,1.5,19
GSM8K,2,9.0,23,3.5,37
GSM8K,2,2.0,22,6.5,45
GSM8K,4,4.0,15,3.0,26
GSM8K,6,7.0,31,2.0,81
GSM8K,3,4.0,21,8.0,34
GSM8K,4,5.0,20,3.0,38
GSM8K,4,4.0,22,8.0,38
GSM8K,2,2.0,16,2.0,29
GSM8K,1,2.0,23,2.5,49
GSM8K,3,3.0,49,6.0,98
GSM8K,4,6.0,51,5.5,106
GSM8K,3,3.0,33,4.0,56
GSM8K,3,3.0,17,2.0,37
GSM8K,1,8.0,23,3.0,47
GSM8K,2,2.0,19,4.5,42
GSM8K,4,4.0,48,3.5,107
GSM8K,5,5.0,36,6.5,77
GSM8K,4,4.0,15,4.5,30
GSM8K,4,4.0,45,3.0,94
GSM8K,5,5.0,20,4.0,37
GSM8K,1,2.0,16,2.0,24
GSM8K,4,4.0,15,4.0,35
GSM8K,5,5.0,28,4.0,46
GSM8K,2,3.0,10,4.5,23
GSM8K,3,3.0,19,1.0,47
GSM8K,4,4.0,17,1.5,30
GSM8K,7,7.0,37,3.5,65
GSM8K,2,3.0,21,3.5,41
GSM8K,3,3.0,10,2.5,24
GSM8K,6,6.0,15,4.0,40
GSM8K,3,3.0,18,2.5,46
GSM8K,4,4.0,22,4.5,40
GSM8K,4,4.0,25,5.5,52
GSM8K,3,3.0,16,3.0,28
GSM8K,3,3.0,31,4.0,63
GSM8K,2,2.0,10,1.0,22
GSM8K,4,4.0,25,4.0,44
GSM8K,5,5.0,31,9.0,43
GSM8K,2,3.0,15,3.0,34
GSM8K,4,4.0,14,2.0,26
GSM8K,4,4.0,34,4.5,73
GSM8K,2,2.0,29,3.0,54
GSM8K,3,5.0,25,6.0,59
GSM8K,3,4.0,43,7.0,79
GSM8K,4,4.0,35,3.5,67
GSM8K,2,2.0,13,3.0,35
GSM8K,4,4.0,26,1.5,47
GSM8K,2,2.0,23,2.0,66
GSM8K,3,3.0,32,6.5,64
GSM8K,1,5.0,19,10.5,40
GSM8K,5,5.0,32,2.0,70
GSM8K,4,4.0,36,5.5,86
GSM8K,1,5.0,28,3.0,42
GSM8K,4,4.0,25,2.0,50
GSM8K,3,3.0,35,7.0,53
GSM8K,4,4.0,21,5.0,42
GSM8K,3,3.0,46,7.0,88
GSM8K,3,3.0,20,2.5,42
GSM8K,3,4.0,16,3.0,29
GSM8K,5,5.0,29,4.0,59
GSM8K,4,4.0,24,4.5,46
GSM8K,8,8.0,49,4.5,106
GSM8K,4,4.0,23,2.0,57
GSM8K,5,5.0,34,6.0,56
GSM8K,3,3.0,21,7.0,40
GSM8K,3,3.0,31,3.5,52
GSM8K,4,4.0,21,3.0,39
GSM8K,2,2.0,18,1.5,39
GSM8K,4,4.0,22,2.0,60
GSM8K,3,3.0,19,4.0,32
GSM8K,5,6.0,25,4.5,49
GSM8K,3,6.0,17,4.5,46
GSM8K,2,2.0,19,2.0,32
GSM8K,4,5.0,17,6.0,33
GSM8K,2,3.0,23,7.5,33
GSM8K,4,4.0,26,2.0,54
GSM8K,2,2.0,29,5.5,51
GSM8K,2,2.0,18,2.0,46
GSM8K,5,5.0,42,5.0,94
GSM8K,3,6.0,37,11.0,89
GSM8K,3,3.0,28,2.0,52
GSM8K,2,2.0,27,4.5,62
GSM8K,2,2.0,25,4.5,48
GSM8K,3,3.0,15,6.0,26
GSM8K,1,2.0,40,3.5,91
GSM8K,2,2.0,21,3.0,41
GSM8K,4,4.0,24,2.5,45
GSM8K,6,6.0,32,4.5,66
GSM8K,4,4.0,24,4.0,47
GSM8K,4,5.0,23,4.0,46
GSM8K,3,3.0,25,3.5,46
GSM8K,5,5.0,25,4.5,62
GSM8K,1,2.0,20,6.5,38
GSM8K,4,4.0,30,3.0,53
GSM8K,2,8.0,16,3.0,31
GSM8K,3,3.0,15,4.0,29
GSM8K,1,8.0,29,5.0,65
GSM8K,4,4.0,15,4.0,32
GSM8K,3,3.0,15,3.0,31
GSM8K,2,3.0,17,1.5,32
GSM8K,2,2.0,15,3.0,27
GSM8K,5,5.0,27,2.5,56
GSM8K,3,4.0,29,4.5,78
GSM8K,3,3.0,18,3.0,41
GSM8K,3,3.0,12,1.0,30
GSM8K,3,3.0,30,3.0,52
GSM8K,3,3.0,22,6.0,35
GSM8K,3,3.0,20,2.5,41
GSM8K,3,3.0,16,1.5,27
GSM8K,3,3.0,24,3.5,41
GSM8K,3,7.0,17,1.5,30
GSM8K,5,5.0,31,6.0,46
GSM8K,3,3.0,19,3.5,34
GSM8K,3,3.0,29,4.0,52
GSM8K,2,2.0,14,2.0,24
GSM8K,4,6.0,19,3.0,29
GSM8K,4,4.0,23,7.5,50
GSM8K,4,4.0,30,5.0,42
GSM8K,3,3.0,41,3.5,88
GSM8K,4,4.0,27,4.0,56
GSM8K,5,5.0,31,4.0,62
GSM8K,5,5.0,16,3.0,28
GSM8K,4,4.0,32,6.0,57
GSM8K,2,2.0,18,3.0,30
GSM8K,6,6.0,25,3.0,44
GSM8K,4,4.0,18,6.0,27
GSM8K,7,7.0,64,11.0,164
GSM8K,3,3.0,34,4.5,67
GSM8K,4,4.0,23,3.0,50
GSM8K,2,2.0,13,4.0,25
GSM8K,2,2.0,14,1.5,29
GSM8K,3,3.0,17,4.5,50
GSM8K,4,4.0,20,3.5,40
GSM8K,2,2.0,11,1.5,21
GSM8K,8,8.0,49,5.5,83
GSM8K,3,3.0,34,6.0,60
GSM8K,6,6.0,29,6.5,60
GSM8K,3,3.0,24,6.0,44
GSM8K,4,4.0,28,6.0,53
GSM8K,2,2.0,15,2.5,32
GSM8K,2,2.0,25,2.5,51
GSM8K,7,7.0,26,3.0,49
GSM8K,6,6.0,31,5.0,73
GSM8K,3,3.0,21,4.5,40
GSM8K,4,5.0,29,5.0,58
GSM8K,3,3.0,25,7.0,40
GSM8K,2,2.0,17,2.0,33
GSM8K,3,3.0,27,5.0,51
GSM8K,3,4.0,20,3.5,30
GSM8K,4,4.0,18,1.5,26
GSM8K,7,7.0,31,5.5,66
GSM8K,2,2.0,25,4.0,57
GSM8K,2,2.0,13,4.0,22
GSM8K,4,4.0,19,3.5,42
GSM8K,2,2.0,19,7.5,33
GSM8K,2,3.0,10,1.0,19
GSM8K,2,2.0,19,1.0,43
GSM8K,5,5.0,17,2.0,30
GSM8K,2,3.0,24,3.0,60
GSM8K,4,4.0,20,6.0,42
GSM8K,4,4.0,15,1.5,28
GSM8K,1,4.0,19,2.5,31
GSM8K,3,3.0,14,0.5,29
GSM8K,3,3.0,23,2.5,54
GSM8K,2,2.0,16,3.0,31
GSM8K,2,2.0,11,1.5,22
GSM8K,5,5.0,27,3.0,45
GSM8K,3,4.0,39,3.0,87
GSM8K,3,3.0,16,1.5,37
GSM8K,2,2.0,15,3.5,29
GSM8K,8,8.0,40,6.0,77
GSM8K,3,3.0,24,5.5,40
GSM8K,3,3.0,21,3.0,43
GSM8K,3,3.0,20,4.5,42
GSM8K,1,2.0,20,4.5,37
GSM8K,2,2.0,24,4.5,67
GSM8K,3,3.0,11,1.5,22
GSM8K,5,5.0,29,2.5,43
GSM8K,4,4.0,31,6.5,58
GSM8K,4,4.0,23,5.5,42
GSM8K,4,4.0,17,3.0,29
GSM8K,2,4.0,33,4.5,71
GSM8K,3,3.0,17,4.0,40
GSM8K,3,3.0,20,6.0,34
GSM8K,3,5.0,15,4.0,34
GSM8K,4,4.0,36,8.0,67
GSM8K,4,4.0,30,3.0,47
GSM8K,4,5.0,26,6.5,43
GSM8K,4,4.0,20,7.0,34
GSM8K,3,4.0,21,3.0,33
GSM8K,3,3.0,23,2.5,56
GSM8K,2,2.0,12,6.0,22
GSM8K,3,3.0,19,5.5,41
GSM8K,5,5.0,30,4.0,53
GSM8K,4,4.0,25,3.0,49
GSM8K,4,4.0,42,10.0,70
GSM8K,2,2.0,18,7.0,27
GSM8K,2,2.0,13,3.0,25
GSM8K,2,2.0,10,2.0,23
GSM8K,3,3.0,15,2.0,25
GSM8K,1,2.0,20,4.0,36
GSM8K,4,4.0,29,4.0,52
GSM8K,3,3.0,17,6.0,28
GSM8K,3,3.0,16,3.0,27
GSM8K,8,8.0,28,6.0,56
GSM8K,3,3.0,22,2.0,45
GSM8K,2,3.0,28,4.0,53
GSM8K,3,4.0,25,3.0,44
GSM8K,2,5.0,24,2.0,38
GSM8K,6,6.0,22,5.5,55
GSM8K,2,2.0,11,1.0,20
GSM8K,2,2.0,17,6.5,30
GSM8K,6,7.0,28,3.0,47
GSM8K,6,6.0,32,6.0,56
GSM8K,4,6.0,64,24.0,78
GSM8K,2,2.0,8,1.0,17
GSM8K,1,8.0,20,3.5,44
GSM8K,4,4.0,19,2.0,41
GSM8K,2,2.0,24,2.5,52
GSM8K,4,4.0,24,3.0,44
GSM8K,5,5.0,30,4.0,71
GSM8K,3,6.0,21,3.0,44
GSM8K,6,6.0,28,5.0,55
GSM8K,6,6.0,38,4.0,64
GSM8K,6,7.0,52,8.0,124
GSM8K,5,5.0,22,7.0,30
GSM8K,2,2.0,13,1.0,23
GSM8K,2,3.0,14,1.5,27
GSM8K,2,2.0,29,1.5,62
GSM8K,1,5.0,13,1.5,33
GSM8K,3,3.0,11,1.5,25
GSM8K,4,4.0,43,6.5,97
GSM8K,2,2.0,16,5.5,29
GSM8K,5,5.0,26,4.0,41
GSM8K,3,3.0,17,1.5,25
GSM8K,3,4.0,19,4.5,37
GSM8K,3,3.0,11,4.0,25
GSM8K,3,3.0,17,3.0,36
GSM8K,2,8.0,46,8.5,75
GSM8K,3,3.0,20,1.5,39
GSM8K,4,4.0,25,5.5,49
GSM8K,5,5.0,27,3.0,63
GSM8K,2,2.0,22,3.0,48
GSM8K,3,3.0,42,5.0,95
GSM8K,4,4.0,16,3.5,32
GSM8K,6,6.0,12,1.0,34
GSM8K,5,5.0,35,4.5,67
GSM8K,5,5.0,62,3.5,128
GSM8K,2,5.0,14,3.0,25
GSM8K,4,4.0,18,3.0,34
GSM8K,4,4.0,27,6.5,46
GSM8K,3,3.0,19,3.5,44
GSM8K,2,4.0,37,6.5,54
GSM8K,3,3.0,26,3.0,53
GSM8K,3,3.0,16,3.0,43
GSM8K,4,4.0,27,5.5,51
GSM8K,1,2.0,10,1.0,23
GSM8K,6,6.0,53,11.0,129
GSM8K,2,2.0,20,3.0,43
GSM8K,4,5.0,18,3.5,32
GSM8K,3,3.0,28,4.0,53
GSM8K,4,4.0,21,1.5,54
GSM8K,2,2.0,20,3.5,30
GSM8K,5,5.0,42,5.5,84
GSM8K,4,4.0,38,6.5,76
GSM8K,7,7.0,31,5.0,60
GSM8K,3,3.0,44,6.0,87
GSM8K,3,3.0,17,3.0,31
GSM8K,1,6.0,13,1.5,38
GSM8K,2,2.0,26,4.0,56
GSM8K,2,2.0,19,3.5,39
GSM8K,3,4.0,19,4.5,34
GSM8K,2,2.0,14,1.5,31
GSM8K,1,6.0,25,3.5,40
GSM8K,5,5.0,25,3.5,53
GSM8K,3,3.0,24,4.0,42
GSM8K,2,2.0,17,3.0,26
GSM8K,4,5.0,17,3.0,33
GSM8K,5,5.0,43,7.0,77
GSM8K,2,2.0,17,3.0,23
GSM8K,2,2.0,14,4.0,30
GSM8K,5,5.0,19,1.0,40
GSM8K,1,3.0,14,4.0,29
GSM8K,2,3.0,27,3.5,50
GSM8K,3,3.0,28,9.5,55
GSM8K,2,2.0,14,2.5,30
GSM8K,3,3.0,24,3.0,44
GSM8K,5,5.0,24,2.0,43
GSM8K,5,5.0,24,4.5,64
GSM8K,5,5.0,13,2.0,25
GSM8K,4,4.0,15,1.5,39
GSM8K,1,2.0,22,3.5,37
GSM8K,4,4.0,28,5.0,65
GSM8K,2,2.0,21,6.5,39
GSM8K,3,3.0,27,6.5,71
GSM8K,2,2.0,36,6.0,92
GSM8K,7,7.0,48,9.5,92
GSM8K,2,2.0,22,7.0,37
GSM8K,5,5.0,27,6.5,56
GSM8K,3,3.0,19,2.5,37
GSM8K,3,3.0,18,3.0,33
GSM8K,3,3.0,30,3.0,76
GSM8K,4,5.0,27,6.0,53
GSM8K,4,4.0,34,4.5,82
GSM8K,2,2.0,18,2.5,39
GSM8K,3,3.0,14,5.0,34
GSM8K,3,3.0,16,4.0,30
GSM8K,2,2.0,29,9.5,69
GSM8K,4,5.0,29,4.5,48
GSM8K,3,3.0,25,3.5,48
GSM8K,4,4.0,43,6.0,95
GSM8K,5,5.0,50,13.0,112
GSM8K,4,4.0,30,2.5,78
GSM8K,4,4.0,26,2.0,43
GSM8K,4,4.0,19,4.0,27
GSM8K,2,2.0,14,2.5,37
GSM8K,3,3.0,19,1.5,46
GSM8K,3,6.0,23,5.0,36
GSM8K,4,4.0,18,4.0,40
GSM8K,4,4.0,35,5.5,62
GSM8K,2,2.0,21,1.5,35
GSM8K,3,3.0,23,2.0,41
GSM8K,3,3.0,26,2.0,54
GSM8K,3,3.0,25,5.5,46
GSM8K,3,3.0,17,2.0,27
GSM8K,2,2.0,23,3.5,34
GSM8K,2,2.0,31,7.5,53
GSM8K,1,2.0,17,2.5,39
GSM8K,4,4.0,20,4.0,31
GSM8K,4,4.0,21,3.0,50
GSM8K,5,5.0,19,9.5,31
GSM8K,3,3.0,38,7.0,84
GSM8K,2,2.0,24,5.0,52
GSM8K,3,3.0,19,2.0,32
GSM8K,3,3.0,23,7.0,45
GSM8K,7,7.0,24,3.0,41
GSM8K,4,4.0,30,4.0,69
GSM8K,4,4.0,13,2.0,26
GSM8K,2,2.0,16,2.5,30
GSM8K,3,3.0,15,4.0,31
GSM8K,2,2.0,21,4.0,40
GSM8K,5,5.0,39,7.0,66
GSM8K,5,5.0,29,9.0,52
GSM8K,4,4.0,28,2.0,50
GSM8K,6,6.0,39,3.5,70
GSM8K,5,5.0,18,1.5,30
GSM8K,3,3.0,20,1.0,40
GSM8K,4,4.0,20,4.5,37
GSM8K,6,6.0,34,7.5,57
GSM8K,4,4.0,23,3.5,55
GSM8K,4,4.0,26,4.5,53
GSM8K,2,2.0,23,4.0,47
GSM8K,2,2.0,23,5.0,34
GSM8K,4,4.0,54,3.0,100
GSM8K,3,3.0,16,6.5,29
GSM8K,2,2.0,12,3.0,28
GSM8K,3,3.0,20,3.0,40
GSM8K,4,4.0,27,3.0,62
GSM8K,2,2.0,21,3.5,50
GSM8K,4,4.0,23,2.5,37
GSM8K,3,3.0,13,3.5,24
GSM8K,5,5.0,21,2.0,43
GSM8K,3,3.0,27,3.0,51
GSM8K,4,4.0,25,1.0,58
GSM8K,1,8.0,17,6.5,29
GSM8K,3,3.0,21,8.0,37
MATH,3,,9,3.0,10
MATH,1,,10,2.0,13
MATH,4,,12,4.5,17
MATH,5,,2,2.0,2
MATH,1,,7,6.0,8
MATH,2,,8,3.0,14
MATH,4,,16,5.0,22
MATH,4,,20,2.0,42
MATH,4,,28,4.5,45
MATH,5,,16,8.5,23
MATH,4,,22,6.0,13
MATH,5,,12,5.0,15
MATH,2,,10,2.0,20
MATH,1,,11,3.0,24
MATH,3,,123,23.5,80
MATH,5,,19,9.0,16
MATH,2,,32,12.0,16
MATH,3,,28,7.0,38
MATH,3,,24,4.5,36
MATH,1,,16,1.5,31
MATH,5,,16,2.0,31
MATH,4,,18,3.5,39
MATH,2,,7,2.0,10
MATH,3,,25,3.5,54
MATH,1,,8,1.0,8
MATH,5,,8,5.5,9
MATH,4,,11,6.0,11
MATH,5,,14,3.5,28
MATH,5,,23,7.5,26
MATH,4,,15,3.5,28
MATH,3,,25,3.0,38
MATH,3,,14,6.0,17
MATH,5,,15,9.0,24
MATH,5,,40,6.0,59
MATH,4,,15,1.0,24
MATH,3,,4,4.0,4
MATH,5,,11,3.5,15
MATH,4,,24,6.0,34
MATH,5,,11,3.5,21
MATH,4,,12,10.0,10
MATH,5,,15,4.5,27
MATH,2,,18,3.5,26
MATH,2,,11,5.0,13
MATH,4,,31,3.5,50
MATH,2,,7,2.0,10
MATH,3,,6,3.0,2
MATH,4,,7,2.0,10
MATH,3,,14,6.5,6
MATH,4,,6,3.0,5
MATH,3,,29,12.0,30
MATH,4,,164,27.5,79
MATH,4,,23,10.0,15
MATH,3,,10,1.5,19
MATH,3,,3,3.0,2
MATH,5,,39,8.0,84
MATH,3,,3,3.0,2
MATH,4,,10,3.5,16
MATH,5,,22,5.0,39
MATH,3,,29,6.0,21
MATH,3,,7,3.0,2
MATH,3,,10,3.5,14
MATH,4,,19,3.0,27
MATH,4,,20,5.0,23
MATH,4,,11,4.0,18
MATH,1,,13,6.0,11
MATH,1,,11,2.0,11
MATH,5,,12,3.0,21
MATH,2,,13,2.0,18
MATH,4,,118,33.0,64
MATH,4,,17,4.0,20
MATH,1,,13,4.0,11
MATH,3,,23,6.0,47
MATH,2,,20,9.5,25
MATH,3,,8,3.0,12
MATH,3,,10,5.0,13
MATH,5,,15,2.0,14
MATH,2,,17,6.5,5
MATH,4,,13,5.0,11
MATH,5,,30,7.0,62
MATH,2,,20,6.5,34
MATH,4,,8,11.5,15
MATH,4,,11,3.0,4
MATH,2,,16,4.0,19
MATH,1,,13,3.0,26
MATH,1,,11,6.0,11
MATH,4,,43,8.5,86
MATH,2,,2,3.0,2
MATH,3,,13,4.0,19
MATH,3,,11,3.0,18
MATH,4,,11,4.5,17
MATH,3,,11,3.0,24
MATH,5,,36,4.5,56
MATH,4,,29,5.0,24
MATH,4,,22,6.0,34
MATH,2,,7,2.0,6
MATH,5,,23,4.5,49
MATH,2,,29,4.0,53
MATH,3,,10,2.0,14
MATH,3,,14,2.5,22
MATH,4,,16,2.0,11
MATH,1,,7,3.0,4
MATH,2,,21,13.5,7
MATH,1,,8,1.0,7
MATH,2,,2,4.0,2
MATH,5,,17,4.0,20
MATH,1,,15,1.5,27
MATH,5,,174,34.0,70
MATH,5,,22,4.0,47
MATH,3,,10,1.0,18
MATH,5,,17,6.0,23
MATH,2,,3,3.0,4
MATH,3,,28,9.0,20
MATH,1,,19,6.0,23
MATH,3,,4,1.0,6
MATH,4,,3,0.5,2
MATH,2,,17,3.0,27
MATH,5,,10,0.5,16
MATH,5,,30,4.0,23
MATH,1,,17,4.0,19
MATH,5,,21,3.0,15
MATH,2,,2,3.0,2
MATH,5,,148,41.5,77
MATH,3,,14,4.0,14
MATH,3,,8,1.0,13
